transaction_date,ticker,asset_description,type,amount,state,ptr_link,industry,sector,party,chamber,member,year,last_name,member_id
2021-02-22,KTOS,"Kratos Defense & Security Solutions, Inc.",sale_partial,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018129.pdf,Ordnance And Accessories,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-19,DKNG,DraftKings Inc. - Class A,sale_full,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,Services-Misc. Amusement & Recreation,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-19,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-22,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-22,KTOS,"Kratos Defense & Security Solutions, Inc.",sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,Ordnance And Accessories,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-25,KTOS,"Kratos Defense & Security Solutions, Inc.",sale_partial,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,Ordnance And Accessories,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-25,KTOS,"Kratos Defense & Security Solutions, Inc.",sale_partial,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,Ordnance And Accessories,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-25,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018131.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-19,DKNG,DraftKings Inc. - Class A,sale_full,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018132.pdf,Services-Misc. Amusement & Recreation,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-19,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018132.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-22,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018132.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-21,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018132.pdf,,,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-22,KTOS,"Kratos Defense & Security Solutions, Inc.",sale_partial,1000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018132.pdf,Ordnance And Accessories,Consumer Discretionary,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-01-20,ABB,ABB Ltd,sale_full,10000,FL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018124.pdf,Electrical Products,Consumer Durables,Republican,House,John Rutherford,2021,rutherford,R000609
2021-01-21,CTVA,"Corteva, Inc.",sale_full,10000,FL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018124.pdf,,,Republican,House,John Rutherford,2021,rutherford,R000609
2021-01-20,TKOMY,"Tokio Marine Holdings, Inc.",purchase,10000,FL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018124.pdf,,,Republican,House,John Rutherford,2021,rutherford,R000609
2021-01-21,TFC,Truist Financial Corporation,purchase,10000,FL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018124.pdf,Major Banks,Finance,Republican,House,John Rutherford,2021,rutherford,R000609
2022-02-18,ABBV,AbbVie Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-09,ABBV,AbbVie Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-11,AFRM,Affirm Holdings Inc - Class A,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,EDP Services,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-01,ALGN,Align Technology Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Industrial Specialties,Health Care,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-02,SQ,"Block Inc, Class A Common Stock",sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-03,KO,Coca-Cola Company,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-23,KO,Coca-Cola Company,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-09,ENPH,Enphase Energy Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Electrical Products,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-02,ETSY,Etsy Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-28,FIS,Fidelity National Information Services,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-14,ICUI,ICU Medical Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Medical/Dental Instruments,Health Care,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-28,INTC,Intel Corporation,sale_full,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Semiconductors,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-03,INTU,Intuit Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-01,LOW,Lowes Companies Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,RETAIL: Building Materials,Consumer Services,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-07,FB,"Meta Platforms Inc, Class A",sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $160 - expiry 1/20/2023,sale_full,750000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $155 - expiry 1/20/2023,sale_full,375000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $150 - expiry 1/20/2023,sale_full,3000000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $145 - expiry 1/20/2023,sale_full,375000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $160 - expiry 9/16/2022,purchase,750000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $150 - expiry 9/16/2022,purchase,3000000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-10,MSFT,Microsoft Corporation - Call Option Strike $145 - expiry 9/16/2022,purchase,750000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-14,MNST,Monster Beverage Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-02,PYPL,PayPal Holdings Inc,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-03,ROK,Rockwell Automation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Industrial Machinery/Components,Capital Goods,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-18,SGEN,Seagen Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-14,SKY,Skyline Champion Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Homebuilding,Consumer Discretionary,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-02,SNAP,"Snap Inc, Class A",sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-09,SIVB,SVB Financial Group,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Major Banks,Finance,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-15,TEX,Terex Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Construction/Ag Equipment/Trucks,Capital Goods,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-07,TSLA,Tesla Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Auto Manufacturing,Capital Goods,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-23,TXN,Texas Instruments Incorporated,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Semiconductors,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-14,UFPI,UFP Industries Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Forest Products,Basic Materials,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-18,UPS,United Parcel Service Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Trucking Freight/Courier Services,Transportation,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-02,UPS,United Parcel Service Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Trucking Freight/Courier Services,Transportation,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-04,VRSK,Verisk Analytics Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Business Services,Consumer Discretionary,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-02-28,VZ,Verizon Communications Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020573.pdf,Telecommunications Equipment,Public Utilities,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-03-14,T,AT&T Inc,purchase,10000,MS,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020644.pdf,Telecommunications Equipment,Public Utilities,Republican,House,Michael Patrick Guest,2022,guest,G000591
2022-02-15,AMD,Advanced Micro Devices Inc,exchange,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020654.pdf,Semiconductors,Technology,Republican,House,Chris Jacobs,2022,jacobs,J000020
2021-12-16,T,AT&T Inc,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Telecommunications Equipment,Public Utilities,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-09,T,AT&T Inc,sale_full,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Telecommunications Equipment,Public Utilities,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,BSX,Boston Scientific Corporation,sale_full,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Medical/Dental Instruments,Health Care,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-14,CME,CME Group Inc - Class A,sale_full,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Investment Bankers/Brokers/Service,Finance,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,EOG,EOG Resources Inc,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Oil & Gas Production,Energy,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-14,NEE,NextEra Energy Inc,sale_partial,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Electric Utilities: Central,Public Utilities,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,NOC,Northrop Grumman Corporation,sale_full,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Industrial Machinery/Components,Capital Goods,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,SBUX,Starbucks Corporation,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Restaurants,Consumer Services,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,TGT,Target Corporation,sale_full,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Department/Specialty Retail Stores,Consumer Services,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-14,WMT,Walmart Inc,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,Department/Specialty Retail Stores,Consumer Services,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-12-16,WRK.V,Westrock Company Common Stock Ex-Distribution When Issued,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020184.pdf,,,Republican,House,Robert J. Wittman,2021,wittman,W000804
2021-02-08,T,AT&T Inc.,sale_full,10000,AL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018223.pdf,Telecommunications Equipment,Public Utilities,Republican,House,Mo Brooks,2021,brooks,B001274
2021-02-08,CSCO,"Cisco Systems, Inc.",sale_full,10000,AL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018223.pdf,Computer Communications Equipment,Technology,Republican,House,Mo Brooks,2021,brooks,B001274
2021-02-08,TFC,Truist Financial Corporation,sale_full,10000,AL,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018223.pdf,Major Banks,Finance,Republican,House,Mo Brooks,2021,brooks,B001274
2021-01-11,RP,Realpage Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-21,RP,Realpage Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-22,PYPL,Paypal Holdings Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Business Services,Miscellaneous,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-22,NFLX,Netflix Inc,purchase,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-22,NFLX,Netflix Inc,purchase,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-22,PYPL,PayPal Holdings Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Business Services,Miscellaneous,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-22,PYPL,PayPal Holdings Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,Business Services,Miscellaneous,Democrat,House,Ro Khanna,2021,khanna,K000389
2021-01-28,CARR,CARRIER GLOBAL CORPORATION COM,sale_full,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217856.pdf,,,Democrat,House,Ro Khanna,2021,khanna,K000389
2023-03-16,WCC,WESCO International Inc,purchase,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022704.pdf,Telecommunications Equipment,Consumer Discretionary,Jackson,House,Thomas H. Kean,2023,kean,K000398
2021-03-01,MS,Morgan Stanley,exchange,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018361.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Debbie Dingell,2021,dingell,D000624
2021-03-02,PEP,Pepsico Inc,purchase,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018361.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Debbie Dingell,2021,dingell,D000624
2021-02-09,APD,Air Products and Chemicals Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Major Chemicals,Basic Industries,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-16,ABNB,Airbnb Inc - Class A,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Hotels/Resorts,Consumer Discretionary,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-16,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-25,BABA,Alibaba Group Holdings Limited ADR each rep 8 ordinary shares,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-05,ALLY,Ally Financial Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Diversified Financial Services,Finance,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-17,GOOG,Alphabet Inc Class C Capital Stock,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-11,MO,Altria Group In,sale_full,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Farming/Seeds/Milling,Consumer Non-Durables,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-22,BKNG,Booking Holdings Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Transportation Services,Consumer Services,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-16,SAM,Boston Beer Company Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Beverages (Production/Distribution),Consumer Staples,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-09,SCHW,Charles Schwab Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-05,CSGP,CoStar Group Inc,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Real Estate,Finance,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,CREE,Cree Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Semiconductors,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-05,DRI,Darden Resturants Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Restaurants,Consumer Services,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-25,ESTC,Elastic NV Ordinary Shares,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,EBS,Emergent Biosolutions Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,EQIX,Equinix Inc,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Real Estate Investment Trusts,Real Estate,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-16,FCX,Freeport-McMoRan Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Precious Metals,Basic Industries,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,GRUB,GrubHub Inc,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,,,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-09,HD,Home Depot Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,RETAIL: Building Materials,Consumer Services,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,HD,Home Depot Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,RETAIL: Building Materials,Consumer Services,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-24,HUBS,HubSpot Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-23,ISRG,Intuitive Surgical Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Industrial Specialties,Health Care,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-04,LUKOY,Lukoil Co Sponsored ADR,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,,,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-09,LULU,luluemon athletica inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Apparel,Consumer Non-Durables,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-16,MELI,MercadoLibre Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Catalog/Specialty Distribution,Consumer Discretionary,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-25,MSFT,Microsoft Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,MSFT,Microsoft Corporation,purchase,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,MSFT,Microsoft Corporation,sale_full,3000000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,MSFT,Microsoft Corporation,sale_full,375000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,MSFT,Microsoft Corporation,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
2021-02-12,MSFT,Microsoft Corporation,sale_full,3000000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018333.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2021,gottheimer,G000583
