Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"S.Hrg. 117-399 — INFANT FORMULA CRISIS: ADDRESSING THE SHORTAGE AND GETTING FORMULA ON SHELVES",https://www.congress.gov/event/117th-congress/senate-event/332620,117th,Senate,2022-05-26T14:30:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Kalpana Kotagal, of Ohio, to be a Member of the Equal Employment Opportunity Commission, LaWanda Amaker Toney, of Maryland, to be Assistant Secretary for Communications and Outreach, and Nasser H. Paydar, of Indiana, to be Assistant Secretary for Postsecondary Education, both of the Department of Education, Rita M. Landgraf, of Delaware, to be Assistant Secretary for Aging, Department of Health and Human Services, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/332572,117th,Senate,2022-05-25T15:30:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-398 — CYBERSECURITY IN THE HEALTH AND EDUCATION SECTORS",https://www.congress.gov/event/117th-congress/senate-event/332542,117th,Senate,2022-05-18T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-397 — NOMINATION OF KALPANA KOTAGAL TO BE A MEMBER OF THE EQUAL EMPLOYMENT OPPORTUNITY COMMISSION",https://www.congress.gov/event/117th-congress/senate-event/332469,117th,Senate,2022-05-10T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-396 — CONNECTING WORKERS AND COMMUNITIES: PREPARING AND SUPPORTING THE BROADBAND WORKFORCE",https://www.congress.gov/event/117th-congress/senate-event/332402,117th,Senate,2022-05-03T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-395 — FDA USER FEE AGREEMENTS: ADVANCING MEDICAL PRODUCT REGULATION AND INNOVATION FOR THE BENEFIT OF PATIENTS, FDA CENTER DIRECTORS",https://www.congress.gov/event/117th-congress/senate-event/332361,117th,Senate,2022-04-26T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-394 — FDA USER FEE AGREEMENTS: ADVANCING MEDICAL PRODUCT REGULATION AND INNOVATION FOR THE BENEFIT OF PATIENTS",https://www.congress.gov/event/117th-congress/senate-event/332220,117th,Senate,2022-04-05T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-393 — RISE AND SHINE: IMPROVING RETIREMENT. AND ENHANCING SAVINGS",https://www.congress.gov/event/117th-congress/senate-event/332169,117th,Senate,2022-03-29T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-392 — STRENGTHENING FEDERAL MENTAL HEALTH AND SUBSTANCE USE DISORDER PROGRAMS: OPPORTUNITIES, CHALLENGES, AND EMERGING ISSUES",https://www.congress.gov/event/117th-congress/senate-event/332114,117th,Senate,2022-03-23T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-391 — CHILD CARE AND PRESCHOOL: CUTTING COSTS FOR WORKING FAMILIES",https://www.congress.gov/event/117th-congress/senate-event/332109,117th,Senate,2022-03-22T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.3799, to prepare for, and respond to, existing viruses, emerging new threats, and pandemics, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/332020,117th,Senate,2022-03-15T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-390 — SUPPORTING QUALITY WORKFORCE DEVELOPMENT OPPORTUNITIES AND INNOVATION TO ADDRESS BARRIERS TO EMPLOYMENT",https://www.congress.gov/event/117th-congress/senate-event/331860,117th,Senate,2022-02-15T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-389 — RECRUITING, REVITALIZING & DIVERSIFYING: EXAMINING THE HEALTH CARE WORKFORCE SHORTAGE",https://www.congress.gov/event/117th-congress/senate-event/331801,117th,Senate,2022-02-10T17:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-389 — RECRUITING, REVITALIZING & DIVERSIFYING: EXAMINING THE HEALTH CARE WORKFORCE SHORTAGE",https://www.congress.gov/event/117th-congress/senate-event/331821,117th,Senate,2022-02-10T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-388 — LESSONS LEARNED FROM COVID-19: HIGHLIGHTING INNOVATIONS, MAXIMIZING INCLUSIVE PRACTICES AND OVERCOMING BARRIERS TO EMPLOYMENT FOR PEOPLE WITH DISABILITIES",https://www.congress.gov/event/117th-congress/senate-event/331780,117th,Senate,2022-02-08T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-387 — MENTAL HEALTH AND SUBSTANCE USE DISORDERS: RESPONDING TO THE GROWING CRISIS",https://www.congress.gov/event/117th-congress/senate-event/331722,117th,Senate,2022-02-01T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Robert McKinnon Califf, of North Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services, Jose Javier Rodriguez, of Florida, and Lisa M. Gomez, of New Jersey, both to be an Assistant Secretary, and David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, all of the Department of Labor, Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, Linda A. Puchala, of Maryland, to be Member of the National Mediation Board, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission.",https://www.congress.gov/event/117th-congress/senate-event/331420,117th,Senate,2022-01-13T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-386 — ADDRESSING NEW VARIANTS: A FEDERAL PERSPECTIVE ON THE COVID-19 RESPONSE",https://www.congress.gov/event/117th-congress/senate-event/331460,117th,Senate,2022-01-11T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-203 — NOMINATION OF DR. ROBERT CALIFF TO BE COMMISSIONER OF FOOD AND DRUGS, FOOD AND DRUG ADMINISTRATION,. DEPARTMENT OF HEALTH AND HUMAN SERVICES",https://www.congress.gov/event/117th-congress/senate-event/331260,117th,Senate,2021-12-14T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Lisa M. Gomez, of New Jersey, to be an Assistant Secretary of Labor, James D. Rodriguez, of Texas, to be Assistant Secretary of Labor for Veterans' Employment and Training, Maria Rosario Jackson, of the District of Columbia, to be Chairperson of the National Endowment for the Arts, Shelly C. Lowe, of Arizona, to be Chairperson of the National Endowment for the Humanities, and Susan Harthill, of Maryland, to be a Member of the Occupational Safety and Health Review Commission.",https://www.congress.gov/event/117th-congress/senate-event/331164,117th,Senate,2021-12-02T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-202 — NEXT STEPS: THE ROAD AHEAD FOR THE COVID-19 RESPONSE",https://www.congress.gov/event/117th-congress/senate-event/330924,117th,Senate,2021-11-04T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Michael D. Smith, of Virginia, to be Chief Executive Officer of the Corporation for National and Community Service, Jose Javier Rodriguez, of Florida, to be an Assistant Secretary, and Larry D. Turner, of North Carolina, to be Inspector General, both of the Department of Labor, Sandra D. Bruce, of Delaware, to be Inspector General, and Amy Loyd, of New Mexico, to be Assistant Secretary for Career, Technical, and Adult Education, both of the Department of Education, and Deirdre Hamilton, of the District of Columbia, Gerald W. Fauth, of Virginia, and Linda A. Puchala, of Maryland, each to be Member of the National Mediation Board.",https://www.congress.gov/event/117th-congress/senate-event/330800,117th,Senate,2021-10-26T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-201 — NOMINATIONS OF LISA GOMEZ, AND JOSE JAVIER RODRIGUEZ",https://www.congress.gov/event/117th-congress/senate-event/330640,117th,Senate,2021-10-07T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-200 — SCHOOL REOPENING DURING COVID-19: SUPPORTING STUDENTS, EDUCATORS, AND FAMILIES",https://www.congress.gov/event/117th-congress/senate-event/330560,117th,Senate,2021-09-30T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-199 — GETTING AMERICA READY TO WORK: SUCCESSFUL ON THE JOB, APPRENTICESHIP TRAINING PROGRAMS TO HELP WORKERS AND BUSINESSES GET READY TO WORK",https://www.congress.gov/event/117th-congress/senate-event/330460,117th,Senate,2021-09-22T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.1486, to eliminate discrimination and promote women's health and economic security by ensuring reasonable workplace accommodations for workers whose ability to perform the functions of a job are limited by pregnancy, childbirth, or a related medical condition, S.1543, to amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy, S.2425, to amend the Public Health Service Act to ensure the provision of high-quality service through the Suicide Prevention Lifeline, S.2401, to reauthorize the Assistive Technology Act of 1998, the nominations of David Weil, of Massachusetts, to be Administrator of the Wage and Hour Division, Department of Labor, Catherine Elizabeth Lhamon, of California, to be Assistant Secretary for Civil Rights, Department of Education, Javier Ramirez, of Illinois, to be Federal Mediation and Conciliation Director, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/330200,117th,Senate,2021-08-03T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-198 — THE PATH FORWARD: BUILDING ON LESSONS LEARNED FROM THE COVID-19 PANDEMIC",https://www.congress.gov/event/117th-congress/senate-event/330100,117th,Senate,2021-07-27T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-197 — THE RIGHT TO ORGANIZE: EMPOWERING AMERICAN WORKERS IN A 21ST CENTURY ECONOMY",https://www.congress.gov/event/117th-congress/senate-event/330060,117th,Senate,2021-07-22T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-196 — ADDRESSING DISPARITIES IN LIFE EXPECTANCY",https://www.congress.gov/event/117th-congress/senate-event/330042,117th,Senate,2021-07-21T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine disparities in life expectancy.",https://www.congress.gov/event/117th-congress/senate-event/330043,117th,Senate,2021-07-21T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-195 — THE PATH FORWARD: A FEDERAL PERSPECTIVE ON THE COVID-19 RESPONSE",https://www.congress.gov/event/117th-congress/senate-event/330020,117th,Senate,2021-07-20T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-194 — NOMINATIONS OF DAVID WEIL, GWYNNE WILCOX, AND DAVID PROUTY",https://www.congress.gov/event/117th-congress/senate-event/329980,117th,Senate,2021-07-15T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-193 — NOMINATIONS OF CATHERINE LHAMON, ELIZABETH BROWN, AND ROBERTO RODRIGUEZ",https://www.congress.gov/event/117th-congress/senate-event/329946,117th,Senate,2021-07-13T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-192 — VACCINES: AMERICA'S SHOT AT ENDING THE COVID-19 PANDEMIC",https://www.congress.gov/event/117th-congress/senate-event/329821,117th,Senate,2021-06-22T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-191 — COVID-19 RESPONSE AND RECOVERY: SUPPORTING THE NEEDS OF STUDENTS IN HIGHER EDUCATION & LESSONS ON SAFELY RETURNING TO CAMPUS",https://www.congress.gov/event/117th-congress/senate-event/329780,117th,Senate,2021-06-17T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Gwen Graham, of Florida, to be Assistant Secretary for Legislation and Congressional Affairs, Department of Education, Rajesh D. Nayak, of Maryland, Taryn Mackenzie Williams, of the District of Columbia, and Douglas L. Parker, of West Virginia, each to be an Assistant Secretary of Labor, and Dawn Myers O'Connell, of the District of Columbia, to be Assistant Secretary for Preparedness and Response, and Miriam E. Delphin-Rittmon, of Connecticut, to be Assistant Secretary for Mental Health and Substance Use, both of the Department of Health and Human Services.",https://www.congress.gov/event/117th-congress/senate-event/329740,117th,Senate,2021-06-16T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.1927, to amend the Child Abuse Prevention and Treatment Act, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/329697,117th,Senate,2021-06-10T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-190 — NOMINATIONS OF DAWN O'CONNELL AND MIRIAM DELPHIN-RITTMON",https://www.congress.gov/event/117th-congress/senate-event/329640,117th,Senate,2021-06-08T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-189 — NOMINATIONS OF RAJESH NAYAK, TARYN MACKENZIE WILLIAMS, AND DOUG PARKER",https://www.congress.gov/event/117th-congress/senate-event/329542,117th,Senate,2021-05-27T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.1675, to improve maternal health, S.1491, to amend the Public Health Service Act to improve obstetric care in rural areas, S.1662, to increase funding for the Reagan-Udall Foundation for the Food and Drug Administration and for the Foundation for the National Institutes of Health, S.1301, to provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans, S.610, to address behavioral health and well-being among health care professionals, S.1658, to amend the Fair Labor Standards Act of 1938 to expand access to breastfeeding accommodations in the workplace, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/329502,117th,Senate,2021-05-25T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-188 — A DIRE SHORTAGE AND GETTING WORSE: SOLVING THE CRISIS IN THE HEALTH CARE WORKFORCE",https://www.congress.gov/event/117th-congress/senate-event/329460,117th,Senate,2021-05-20T14:30:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-187 — PAID LEAVE FOR WORKING FAMILIES: EXAMINING ACCESS, OPTIONS, AND IMPACTS",https://www.congress.gov/event/117th-congress/senate-event/329421,117th,Senate,2021-05-18T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-186 — RETIREMENT SECURITY: BUILDING A BETTER FUTURE",https://www.congress.gov/event/117th-congress/senate-event/329362,117th,Senate,2021-05-13T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Jocelyn Samuels, of Maryland, to be a Member of the Equal Employment Opportunity Commission, Jennifer Ann Abruzzo, of New York, to be General Counsel of the National Labor Relations Board, Seema Nanda, of Virginia, to be Solicitor for the Department of Labor, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/329346,117th,Senate,2021-05-12T20:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-185 — AN UPDATE FROM FEDERAL OFFICIALS ON EFFORTS TO COMBAT COVID-19",https://www.congress.gov/event/117th-congress/senate-event/329327,117th,Senate,2021-05-11T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-184 — NOMINATIONS OF JENNIFER ABRUZZO AND SEEMA NANDA",https://www.congress.gov/event/117th-congress/senate-event/329242,117th,Senate,2021-04-29T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-183 — EXAMINING OUR COVID 19 RESPONSE: USING LESSONS LEARNED TO ADDRESS MENTAL HEALTH AND SUBSTANCE USE DISORDERS",https://www.congress.gov/event/117th-congress/senate-event/329224,117th,Senate,2021-04-28T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-182 — SUPPORTING CHILDREN, WORKERS AND FAMILIES BY STRENGTHENING AMERICA'S CHILD CARE SECTOR",https://www.congress.gov/event/117th-congress/senate-event/329201,117th,Senate,2021-04-27T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-181 — PROTECTING U.S. BIOMEDICAL RESEARCH: EFFORTS TO PREVENT UNDUE FOREIGN INFLUENCE",https://www.congress.gov/event/117th-congress/senate-event/329141,117th,Senate,2021-04-22T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Julie A. Su, of California, to be Deputy Secretary of Labor, Cynthia Minette Marten, of California, to be Deputy Secretary, and James Richard Kvaal, of Massachusetts, to be Under Secretary, both of the Department of Education, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/329120,117th,Senate,2021-04-21T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-180 — COVID-19 RECOVERY: SUPPORTING WORKERS AND MODERNIZING THE WORKFORCE THROUGH QUALITY EDUCATION, TRAINING, AND EMPLOYMENT OPPORTUNITIES",https://www.congress.gov/event/117th-congress/senate-event/329100,117th,Senate,2021-04-20T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-179 — NOMINATION OF JAMES KVAAL TO SERVE AS UNDER SECRETARY OF EDUCATION",https://www.congress.gov/event/117th-congress/senate-event/329041,117th,Senate,2021-04-15T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-178 — EXAMINING OUR COVID-19 RESPONSE: IMPROVING HEALTH EQUITY AND OUTCOMES BY ADDRESSING HEALTH DISPARITIES",https://www.congress.gov/event/117th-congress/senate-event/328941,117th,Senate,2021-03-25T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-177 — NOMINATION OF CYNTHIA MARTEN TO SERVE AS DEPUTY SECRETARY OF EDUCATION",https://www.congress.gov/event/117th-congress/senate-event/328930,117th,Senate,2021-03-24T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine why the U.S. pays the highest prices in the world for prescription drugs, including S.908, to amend title XVIII of the Social Security Act to provide for the negotiation of lower covered part D drug prices on behalf of Medicare beneficiaries and the establishment and application of a formulary by the Secretary of Health and Human Services under Medicare part D, S.909, to significantly lower prescription drug prices for patients in the United States by ending government-granted monopolies for manufacturers who charge drug prices that are higher than the median prices at which the drugs are available in other countries, and S.920, to amend the Federal Food, Drug, and Cosmetic Act to allow for the importation of affordable and safe drugs by wholesale distributors, pharmacies, and individuals.",https://www.congress.gov/event/117th-congress/senate-event/328920,117th,Senate,2021-03-23T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-176 — WHY DOES THE U.S. PAY THE HIGHEST PRICES IN THE WORLD FOR PRESCRIPTION DRUGS?",https://www.congress.gov/event/117th-congress/senate-event/LC68652/text,117th,Senate,2021-03-23T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-175 — EXAMINING OUR COVID 19 RESPONSE: AN UPDATE FROM FEDERAL OFFICIALS",https://www.congress.gov/event/117th-congress/senate-event/328893,117th,Senate,2021-03-18T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Vivek Hallegere Murthy, of Florida, to be Medical Director in the Regular Corps of the Public Health Service, and to be Surgeon General of the Public Health Service, and Rachel Leland Levine, of Pennsylvania, to be an Assistant Secretary, both of the Department of Health and Human Services, and other pending calendar business.",https://www.congress.gov/event/117th-congress/senate-event/328886,117th,Senate,2021-03-17T16:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-174 — NOMINATION OF JULIE SU TO SERVE AS DEPUTY SECRETARY OF LABOR",https://www.congress.gov/event/117th-congress/senate-event/328880,117th,Senate,2021-03-16T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-173 — EXAMINING OUR COVID-19 RESPONSE: AN UPDATE FROM THE FRONTLINES",https://www.congress.gov/event/117th-congress/senate-event/328825,117th,Senate,2021-03-09T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-172 — NOMINATIONS OF VIVEK MURTHY. AND RACHEL LEVINE",https://www.congress.gov/event/117th-congress/senate-event/328781,117th,Senate,2021-02-25T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-171 — NOMINATION OF XAVIER BECERRA TO SERVE AS SECRETARY OF HEALTH AND HUMAN SERVICES",https://www.congress.gov/event/117th-congress/senate-event/328764,117th,Senate,2021-02-23T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Miguel A. Cardona, of Connecticut, to be Secretary of Education, and Martin Joseph Walsh, of Massachusetts, to be Secretary of Labor.",https://www.congress.gov/event/117th-congress/senate-event/328681,117th,Senate,2021-02-11T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-170 — NOMINATION OF MARTY WALSH TO SERVE AS SECRETARY OF LABOR",https://www.congress.gov/event/117th-congress/senate-event/328621,117th,Senate,2021-02-04T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 117-169 — NOMINATION OF MIGUEL CARDONA TO SERVE AS SECRETARY OF EDUCATION",https://www.congress.gov/event/117th-congress/senate-event/328620,117th,Senate,2021-02-03T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine COVID-19, focusing on an update on the federal response.",https://www.congress.gov/event/116th-congress/senate-event/327984,116th,Senate,2020-09-23T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-531 — COVID-19: AN UPDATE ON THE FEDERAL RESPONSE",https://www.congress.gov/event/116th-congress/senate-event/LC68047/text,116th,Senate,2020-09-23T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine fixing the Free Application for Federal Student Aid.",https://www.congress.gov/event/116th-congress/senate-event/328013,116th,Senate,2020-09-17T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-535 — TIME TO FINISH FIXING THE FAFSA",https://www.congress.gov/event/116th-congress/senate-event/LC68198/text,116th,Senate,2020-09-17T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine compensating college athletes, focusing on the potential impact on athletes and institutions.",https://www.congress.gov/event/116th-congress/senate-event/328003,116th,Senate,2020-09-15T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-526 — COMPENSATING COLLEGE ATHLETES: EXAMINING THE POTENTIAL IMPACT ON ATHLETES AND INSTITUTIONS",https://www.congress.gov/event/116th-congress/senate-event/LC67880/text,116th,Senate,2020-09-15T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine vaccines, focusing on saving lives, ensuring confidence, and protecting public health.",https://www.congress.gov/event/116th-congress/senate-event/327982,116th,Senate,2020-09-09T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-527 — VACCINES: SAVING LIVES, ENSURING CONFIDENCE, AND PROTECTING PUBLIC HEALTH",https://www.congress.gov/event/116th-congress/senate-event/LC67916/text,116th,Senate,2020-09-09T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine COVID-19, focusing on an update on progress toward safely getting back to work and back to school.",https://www.congress.gov/event/116th-congress/senate-event/327612,116th,Senate,2020-06-30T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-523 — COVID-19: UPDATE ON PROGRESS TOWARD SAFELY GETTING BACK TO WORK AND BACK TO SCHOOL",https://www.congress.gov/event/116th-congress/senate-event/LC67873/text,116th,Senate,2020-06-30T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine COVID-19, focusing on lessons learned to prepare for the next pandemic.",https://www.congress.gov/event/116th-congress/senate-event/327592,116th,Senate,2020-06-23T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-518 — COVID-19: LESSONS LEARNED TO PREPARE FOR THE NEXT PANDEMIC",https://www.congress.gov/event/116th-congress/senate-event/LC67866/text,116th,Senate,2020-06-23T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine telehealth, focusing on lessons learned from the COVID-19 pandemic.",https://www.congress.gov/event/116th-congress/senate-event/327571,116th,Senate,2020-06-17T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-515 — TELEHEALTH: LESSONS FROM. THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/senate-event/LC67781/text,116th,Senate,2020-06-17T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
