Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"Hearings to examine the impact of <em>South Dakota v. Wayfair</em> on small businesses and remote sales.",https://www.congress.gov/event/117th-congress/senate-event/332701,117th,Senate,2022-06-14T14:00:00Z,"Senate Finance"
"S.Hrg. 117-454 — EXAMINING THE IMPACT OF SOUTH DAKOTA V. WAYFAIR ON SMALL BUSINESSES AND REMOTE SALES",https://www.congress.gov/event/117th-congress/senate-event/LC72719/text,117th,Senate,2022-06-14T04:00:00Z,"Senate Finance"
"Hearings to examine the President's proposed budget request for fiscal year 2023.",https://www.congress.gov/event/117th-congress/senate-event/332661,117th,Senate,2022-06-07T14:00:00Z,"Senate Finance"
"S.Hrg. 117-428 — THE PRESIDENT'S FISCAL YEAR 2023 BUDGET",https://www.congress.gov/event/117th-congress/senate-event/LC72615/text,117th,Senate,2022-06-07T04:00:00Z,"Senate Finance"
"Hearings to examine laws and enforcement governing the political activities of tax exempt entities.",https://www.congress.gov/event/117th-congress/senate-event/332413,117th,Senate,2022-05-04T18:00:00Z,"Senate Finance"
"S.Hrg. 117-423 — LAWS AND ENFORCEMENT GOVERNING THE POLITICAL ACTIVITIES OF TAX-EXEMPT ENTITIES",https://www.congress.gov/event/117th-congress/senate-event/LC72602/text,117th,Senate,2022-05-04T04:00:00Z,"Senate Finance"
"Hearings to examine the IRS, the President's proposed budget request for fiscal year 2023, and the 2022 filing season.",https://www.congress.gov/event/117th-congress/senate-event/332262,117th,Senate,2022-04-07T14:00:00Z,"Senate Finance"
"S.Hrg. 117-204 — THE IRS, THE PRESIDENT'S FISCAL YEAR 2023 BUDGET, AND THE 2022 FILING SEASON",https://www.congress.gov/event/117th-congress/senate-event/LC72585/text,117th,Senate,2022-04-07T04:00:00Z,"Senate Finance"
"Hearings to examine the President's proposed budget request for fiscal year 2023 for the Department of Health and Human Services.",https://www.congress.gov/event/117th-congress/senate-event/332221,117th,Senate,2022-04-05T14:00:00Z,"Senate Finance"
"S.Hrg. 117-135 — THE PRESIDENT'S FISCAL YEAR 2023 HEALTH AND HUMAN SERVICES BUDGET",https://www.congress.gov/event/117th-congress/senate-event/LC72578/text,117th,Senate,2022-04-05T04:00:00Z,"Senate Finance"
"Hearings to examine the President's 2022 trade policy agenda.",https://www.congress.gov/event/117th-congress/senate-event/332200,117th,Senate,2022-03-31T14:00:00Z,"Senate Finance"
"S.Hrg. 117-847 — THE PRESIDENT'S 2022 TRADE POLICY AGENDA",https://www.congress.gov/event/117th-congress/senate-event/LC72461/text,117th,Senate,2022-03-31T04:00:00Z,"Senate Finance"
"S.Hrg. 117-823 — BEHAVIORAL HEALTH CARE WHEN AMERICANS NEED IT: ENSURING PARITY AND CARE INTEGRATION",https://www.congress.gov/event/117th-congress/senate-event/332179,117th,Senate,2022-03-30T14:00:00Z,"Senate Finance"
"S.Hrg. 117-811 — EXAMINING CHARITABLE GIVING AND TRENDS IN THE NONPROFIT SECTOR",https://www.congress.gov/event/117th-congress/senate-event/332089,117th,Senate,2022-03-17T14:00:00Z,"Senate Finance"
"S.Hrg. 117-809 — PRESCRIPTION DRUG PRICE INFLATION: AN URGENT NEED TO LOWER DRUG PRICES IN MEDICARE",https://www.congress.gov/event/117th-congress/senate-event/332082,117th,Senate,2022-03-16T14:00:00Z,"Senate Finance"
"S.Hrg. 117-798 — THE PROMISE AND CHALLENGE OF STRATEGIC TRADE ENGAGEMENT IN THE INDO-PACIFIC REGION",https://www.congress.gov/event/117th-congress/senate-event/332067,117th,Senate,2022-03-15T14:00:00Z,"Senate Finance"
"Business meeting to continue consideration of the nominations of Robert Michael Gordon, of the District of Columbia, to be an Assistant Secretary, January Contreras, of Arizona, to be Assistant Secretary for Family Support, and Rebecca E. Jones Gaston, of Oregon, to be Commissioner on Children, Youth, and Families, all of the Department of Health and Human Services.",https://www.congress.gov/event/117th-congress/senate-event/331974,117th,Senate,2022-03-02T19:30:00Z,"Senate Finance"
"S.Hrg. 117-787 — SPOTLIGHTING IRS CUSTOMER SERVICE CHALLENGES",https://www.congress.gov/event/117th-congress/senate-event/331901,117th,Senate,2022-02-17T15:00:00Z,"Senate Finance"
"S.Hrg. 117-775 — PROTECTING YOUTH MENTAL HEALTH: PART II--IDENTIFYING AND ADDRESSING BARRIERS TO CARE",https://www.congress.gov/event/117th-congress/senate-event/331864,117th,Senate,2022-02-15T15:00:00Z,"Senate Finance"
"S.Hrg. 117-762 — NOMINATIONS OF ROBERT MICHAEL GORDON, JANUARY CONTRERAS, AND REBECCA E. JONES GASTON",https://www.congress.gov/event/117th-congress/senate-event/331806,117th,Senate,2022-02-09T15:00:00Z,"Senate Finance"
"S.Hrg. 117-754 — PROTECTING YOUTH MENTAL HEALTH: PART I--AN ADVISORY AND CALL TO ACTION",https://www.congress.gov/event/117th-congress/senate-event/331782,117th,Senate,2022-02-08T15:00:00Z,"Senate Finance"
"S.Hrg. 117-734 — THE HOSPITAL INSURANCE TRUST FUND AND THE FUTURE OF MEDICARE FINANCING",https://www.congress.gov/event/117th-congress/senate-event/331743,117th,Senate,2022-02-02T19:30:00Z,"Senate Finance"
"Business meeting to consider the nomination of Neil Harvey MacBride, of Virginia, to be General Counsel for the Department of the Treasury.",https://www.congress.gov/event/117th-congress/senate-event/331340,117th,Senate,2021-12-16T15:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Maria Louise Lago, of New York, to be Under Secretary for International Trade, and Lisa W. Wang, of the District of Columbia, to be an Assistant Secretary, both of the Department of Commerce.",https://www.congress.gov/event/117th-congress/senate-event/331240,117th,Senate,2021-12-08T14:30:00Z,"Senate Finance"
"S.Hrg. 117-730 — PROMOTING COMPETITION, GROWTH, AND PRIVACY PROTECTION IN THE TECHNOLOGY SECTOR",https://www.congress.gov/event/117th-congress/senate-event/331185,117th,Senate,2021-12-07T14:30:00Z,"Senate Finance"
"Business meeting to consider the nominations of Maria L. Pagan, of Puerto Rico, to be a Deputy United States Trade Representative (Geneva Office), with the rank of Ambassador, Brent Neiman, of Illinois, to be a Deputy Under Secretary, and Joshua Frost, of New York, to be an Assistant Secretary, both of the Department of the Treasury, Samuel R. Bagenstos, of Michigan, to be General Counsel, and Christi A. Grimm, of Colorado, to be Inspector General, both of the Department of Health and Human Services, and Christopher S. Wilson, of the District of Columbia, to be Chief Innovation and Intellectual Property Negotiator, Office of the United States Trade Representative, with the rank of Ambassador.",https://www.congress.gov/event/117th-congress/senate-event/331064,117th,Senate,2021-11-17T14:30:00Z,"Senate Finance"
"S.Hrg. 117-729 — NOMINATIONS OF MARIA LOUISE LAGO AND LISA W. WANG",https://www.congress.gov/event/117th-congress/senate-event/331022,117th,Senate,2021-11-16T15:15:00Z,"Senate Finance"
"Business meeting to consider the nomination of Chris Magnus, of Arizona, to be Commissioner of U.S. Customs and Border Protection, Department of Homeland Security.",https://www.congress.gov/event/117th-congress/senate-event/330941,117th,Senate,2021-11-03T13:30:00Z,"Senate Finance"
"S.Hrg. 117-728 — NOMINATIONS OF MARIA L. PAGAN, TO BE DEPUTY UNITED STATES TRADE REPRESENTATIVE, GENEVA OFFICE, WITH THE RANK OF AMBASSADOR, EXECUTIVE OFFICE OF THE PRESIDENT; BRENT NEIMAN,TO BE DEPUTY UNDER SECRETARY FOR INTERNATIONAL FINANCE AND DEVELOPMENT, DEPARTMENT OF THE TREASURY; JOSHUA FROST, TO BE ASSISTANT SECRETARY FOR FINANCIAL MARKETS, DEPARTMENT OF THE TREASURY; SAMUEL R. BAGENSTOS, TO BE GENERAL COUNSEL, DEPARTMENT OF HEALTH AND HUMAN SERVICES; AND CHRISTOPHER S. WILSON, TO BE CHIEF INNOVATION AND INTELLECTUAL PROPERTY NEGOTIATOR, OFFICE OF THE UNITED STATES TRADE REPRESENT- ATIVE, WITH THE RANK OF AMBASSADOR, EXECUTIVE OFFICE OF THE PRESIDENT",https://www.congress.gov/event/117th-congress/senate-event/330806,117th,Senate,2021-10-26T13:30:00Z,"Senate Finance"
"Hearings to examine health insurance coverage in America, focusing on the current and future role of Federal programs.",https://www.congress.gov/event/117th-congress/senate-event/330741,117th,Senate,2021-10-20T14:00:00Z,"Senate Finance"
"S.Hrg. 117-726 — NOMINATION OF CHRIS MAGNUS, TO BE COMMISSIONER, CUSTOMS AND BORDER PROTECTION, DEPARTMENT OF HOMELAND SECURITY",https://www.congress.gov/event/117th-congress/senate-event/330754,117th,Senate,2021-10-19T13:30:00Z,"Senate Finance"
"S.Hrg. 117-692 — NOMINATIONS OF CHRISTI A. GRIMM, TO BE INSPECTOR GENERAL, DEPARTMENT OF HEALTH AND HUMAN SERVICES; AND NEIL H. MacBRIDE, TO BE GENERAL COUNSEL, DEPARTMENT OF THE TREASURY",https://www.congress.gov/event/117th-congress/senate-event/330464,117th,Senate,2021-09-22T14:00:00Z,"Senate Finance"
"Hearings to examine policy options for improving Supplemental Security Income.",https://www.congress.gov/event/117th-congress/senate-event/330440,117th,Senate,2021-09-21T18:45:00Z,"Senate Finance"
"S.Hrg. 117-678 — BUILDING ON BIPARTISAN RETIREMENT LEGISLATION: HOW CAN CONGRESS HELP?",https://www.congress.gov/event/117th-congress/senate-event/330131,117th,Senate,2021-07-28T14:00:00Z,"Senate Finance"
"Hearings to examine implementation and enforcement of the United States-Mexico-Canada Agreement.",https://www.congress.gov/event/117th-congress/senate-event/330180,117th,Senate,2021-07-27T13:30:00Z,"Senate Finance"
"S.Hrg. 117-676 — IMPLEMENTATION AND ENFORCEMENT OF THE UNITED STATES-MEXICO-CANADA AGREEMENT: ONE YEAR AFTER ENTRY INTO FORCE",https://www.congress.gov/event/117th-congress/senate-event/330122,117th,Senate,2021-07-27T13:30:00Z,"Senate Finance"
"S.Hrg. 117-662 — DEFENDING AND INVESTING IN U.S. COMPETITIVENESS",https://www.congress.gov/event/117th-congress/senate-event/329962,117th,Senate,2021-07-14T18:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Sarah Bianchi, of Virginia, to be Deputy United States Trade Representative (Asia, Africa, Investment, Services, Textiles, and Industrial Competitiveness), with the rank of Ambassador, Jayme Ray White, of Washington, to be a Deputy United States Trade Representative (Western Hemisphere, Europe, the Middle East, Labor, and Environment), with the rank of Ambassador, and Melanie Anne Egorin, of the District of Columbia, to be an Assistant Secretary of Health and Human Services.",https://www.congress.gov/event/117th-congress/senate-event/329985,117th,Senate,2021-07-13T13:45:00Z,"Senate Finance"
"S.Hrg. 117-659 — NOMINATIONS OF SARAH BIANCHI, JAYME RAY WHITE, AND MELANIE ANNE EGORIN",https://www.congress.gov/event/117th-congress/senate-event/329883,117th,Senate,2021-06-24T14:30:00Z,"Senate Finance"
"S.Hrg. 117-647 — THE STRATEGIC BENEFITS OF A MULTILATERAL APPROACH TO TRADE POLICY IN THE ASIA-PACIFIC REGION",https://www.congress.gov/event/117th-congress/senate-event/329823,117th,Senate,2021-06-22T18:30:00Z,"Senate Finance"
"S.Hrg. 117-634 — THE PRESIDENT'S FISCAL YEAR 2022 BUDGET",https://www.congress.gov/event/117th-congress/senate-event/329764,117th,Senate,2021-06-16T14:00:00Z,"Senate Finance"
"S.Hrg. 117-628 — MENTAL HEALTH CARE IN AMERICA: ADDRESSING ROOT CAUSES AND IDENTIFYING POLICY SOLUTIONS",https://www.congress.gov/event/117th-congress/senate-event/329732,117th,Senate,2021-06-15T14:00:00Z,"Senate Finance"
"Business meeting to continue consideration the nominations of Lily Lawrence Batchelder, of Massachusetts, and Benjamin Harris, of Virginia, both to be an Assistant Secretary, J. Nellie Liang, of Maryland, to be an Under Secretary, and Jonathan Davidson, of Maryland, to be Deputy Under Secretary, all of the Department of the Treasury.",https://www.congress.gov/event/117th-congress/senate-event/329506,117th,Senate,2021-06-10T15:30:00Z,"Senate Finance"
"S.Hrg. 117-595 — THE PRESIDENT'S FISCAL YEAR 2022 HHS BUDGET",https://www.congress.gov/event/117th-congress/senate-event/329703,117th,Senate,2021-06-10T14:00:00Z,"Senate Finance"
"S.Hrg. 117-585 — THE IRS'S FISCAL YEAR 2022 BUDGET",https://www.congress.gov/event/117th-congress/senate-event/329725,117th,Senate,2021-06-08T14:00:00Z,"Senate Finance"
"Business meeting to consider an original bill entitled, ""Clean Energy for America Act"".",https://www.congress.gov/event/117th-congress/senate-event/329580,117th,Senate,2021-05-26T18:30:00Z,"Senate Finance"
"Hearings to examine the nominations of Lily Lawrence Batchelder, of Massachusetts, and Benjamin Harris, of Virginia, both to be an Assistant Secretary, J. Nellie Liang, of Maryland, to be an Under Secretary, and Jonathan Davidson, of Maryland, to be Deputy Under Secretary, all of the Department of the Treasury.",https://www.congress.gov/event/117th-congress/senate-event/329705,117th,Senate,2021-05-25T13:30:00Z,"Senate Finance"
"S.Hrg. 117-546 — S. Hrg. 117-546 COVID 19 HEALTH CARE FLEXIBILITIES: PERSPECTIVES, EXPERIENCES, AND LESSONS LEARNED",https://www.congress.gov/event/117th-congress/senate-event/329447,117th,Senate,2021-05-19T14:00:00Z,"Senate Finance"
"S.Hrg. 117-540 — FUNDING AND FINANCING OPTIONS TO BOLSTER AMERICAN INFRASTRUCTURE",https://www.congress.gov/event/117th-congress/senate-event/329425,117th,Senate,2021-05-18T14:00:00Z,"Senate Finance"
"Hearings to examine the COVID-19 pandemic and beyond, focusing on improving mental health and addiction services in our communities.",https://www.congress.gov/event/117th-congress/senate-event/329349,117th,Senate,2021-05-12T19:00:00Z,"Senate Finance"
"S.Hrg. 117-486 — THE PRESIDENT'S 2021 TRADE POLICY AGENDA",https://www.congress.gov/event/117th-congress/senate-event/329347,117th,Senate,2021-05-12T13:30:00Z,"Senate Finance"
"Hearings to examine closing the tax gap, focusing on lost revenue from noncompliance and the role of offshore tax evasion.",https://www.congress.gov/event/117th-congress/senate-event/329321,117th,Senate,2021-05-11T18:30:00Z,"Senate Finance"
"S.Hrg. 117-459 — CLOSING THE TAX GAP: LOST REVENUE FROM NONCOMPLIANCE AND THE ROLE OF OFFSHORE TAX EVASION",https://www.congress.gov/event/117th-congress/senate-event/LC69434/text,117th,Senate,2021-05-11T04:00:00Z,"Senate Finance"
"S.Hrg. 117-421 — SOCIAL SECURITY DURING COVID: HOW THE PANDEMIC HAMPERED ACCESS TO BENEFITS AND STRATEGIES FOR IMPROVING SERVICE DELIVERY",https://www.congress.gov/event/117th-congress/senate-event/329245,117th,Senate,2021-04-29T14:00:00Z,"Senate Finance"
"Hearings to examine creating opportunity through a fairer tax system.",https://www.congress.gov/event/117th-congress/senate-event/329184,117th,Senate,2021-04-27T18:30:00Z,"Senate Finance"
"S.Hrg. 117-361 — CLIMATE CHALLENGES: THE TAX CODE'S ROLE IN CREATING AMERICAN JOBS, ACHIEVING ENERGY INDEPENDENCE, AND PROVIDING CONSUMERS WITH AFFORDABLE, CLEAN ENERGY",https://www.congress.gov/event/117th-congress/senate-event/329203,117th,Senate,2021-04-27T14:00:00Z,"Senate Finance"
"S.Hrg. 117-351 — U.S.-CHINA RELATIONS: IMPROVING U.S. COMPETITIVENESS THROUGH TRADE",https://www.congress.gov/event/117th-congress/senate-event/329163,117th,Senate,2021-04-22T14:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Andrea Joan Palm, of Wisconsin, to be Deputy Secretary of Health and Human Services, and Chiquita Brooks-LaSure, of Virginia, to be Administrator of the Centers for Medicare and Medicaid Services.",https://www.congress.gov/event/117th-congress/senate-event/329243,117th,Senate,2021-04-22T13:30:00Z,"Senate Finance"
"S.Hrg. 117-383 — COMBATING INEQUALITY: THE TAX CODE AND RACIAL, ETHNIC, AND GENDER DISPARITIES",https://www.congress.gov/event/117th-congress/senate-event/329104,117th,Senate,2021-04-20T14:00:00Z,"Senate Finance"
"S.Hrg. 117-341 — NOMINATIONS OF ANDREA JOAN PALM, TO BE DEPUTY SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES; AND CHIQUITA BROOKS-LaSURE, TO BE ADMINISTRATOR, CENTERS FOR MEDICARE AND MEDICAID SERVICES",https://www.congress.gov/event/117th-congress/senate-event/329048,117th,Senate,2021-04-15T13:30:00Z,"Senate Finance"
"S.Hrg. 117-336 — THE 2021 FILING SEASON AND 21ST-CENTURY IRS",https://www.congress.gov/event/117th-congress/senate-event/329006,117th,Senate,2021-04-13T14:00:00Z,"Senate Finance"
"S.Hrg. 117-304 — HOW U.S. INTERNATIONAL TAX POLICY IMPACTS AMERICAN WORKERS, JOBS, AND INVESTMENT",https://www.congress.gov/event/117th-congress/senate-event/328924,117th,Senate,2021-03-25T13:30:00Z,"Senate Finance"
"S.Hrg. 117-285 — FIGHTING FORCED LABOR: CLOSING LOOPHOLES AND IMPROVING CUSTOMS ENFORCEMENT TO MANDATE CLEAN SUPPLY CHAINS AND PROTECT WORKERS",https://www.congress.gov/event/117th-congress/senate-event/328900,117th,Senate,2021-03-18T14:00:00Z,"Senate Finance"
"S.Hrg. 117-280 — A NATIONAL TRAGEDY: COVID-19 IN THE NATION'S NURSING HOMES",https://www.congress.gov/event/117th-congress/senate-event/328898,117th,Senate,2021-03-17T14:00:00Z,"Senate Finance"
"S.Hrg. 117-251 — MADE IN AMERICA: EFFECT OF THE U.S. TAX CODE ON DOMESTIC MANUFACTURING",https://www.congress.gov/event/117th-congress/senate-event/328882,117th,Senate,2021-03-16T14:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Xavier Becerra, of California, to be Secretary of Health and Human Services, Katherine C. Tai, of the District of Columbia, to be United States Trade Representative, with the rank of Ambassador, and Adewale O. Adeyemo, of California, to be Deputy Secretary of the Treasury.",https://www.congress.gov/event/117th-congress/senate-event/328821,117th,Senate,2021-03-03T15:00:00Z,"Senate Finance"
"S.Hrg. 117-239 — NOMINATION OF KATHERINE C. TAI",https://www.congress.gov/event/117th-congress/senate-event/328780,117th,Senate,2021-02-25T15:00:00Z,"Senate Finance"
"Business meeting to consider committee rules and designation of subcommittees for the 117th Congress, designation of members to serve on the Joint Committee on Taxation, and designation of members to serve as Congressional Trade Advisors on Trade Policy and Negotiations.",https://www.congress.gov/event/117th-congress/senate-event/328804,117th,Senate,2021-02-25T14:45:00Z,"Senate Finance"
"S.Hrg. 117-234 — NOMINATION OF XAVIER BECERRA, TO BE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES",https://www.congress.gov/event/117th-congress/senate-event/328802,117th,Senate,2021-02-24T19:00:00Z,"Senate Finance"
"S.Hrg. 117-205 — NOMINATION OF ADEWALE O. ADEYEMO, TO BE DEPUTY SECRETARY, DEPARTMENT OF THE TREASURY",https://www.congress.gov/event/117th-congress/senate-event/328766,117th,Senate,2021-02-23T15:00:00Z,"Senate Finance"
"Business meeting to consider an original resolution authorizing expenditures by the committee for the 117th Congress.",https://www.congress.gov/event/117th-congress/senate-event/328720,117th,Senate,2021-02-13T16:30:00Z,"Senate Finance"
"Business meeting to consider the nomination of Janet Louise Yellen, of California, to be Secretary of the Treasury.",https://www.congress.gov/event/117th-congress/senate-event/328582,117th,Senate,2021-01-22T15:00:00Z,"Senate Finance"
"S.Hrg. 117-165 — ANTICIPATED NOMINATION OF JANET L. YELLEN, TO BE SECRETARY, DEPARTMENT OF THE TREASURY",https://www.congress.gov/event/117th-congress/senate-event/328521,117th,Senate,2021-01-19T15:00:00Z,"Senate Finance"
"Hearings to examine the Alzheimer's crisis, focusing on testing and treatment pipelines and fiscal implications.",https://www.congress.gov/event/116th-congress/senate-event/328445,116th,Senate,2020-12-16T19:30:00Z,"Senate Finance"
"S.Hrg. 116-525 — THE ALZHEIMER'S CRISIS: EXAMINING TESTING AND TREATMENT PIPELINES AND FISCAL IMPLICATIONS",https://www.congress.gov/event/116th-congress/senate-event/LC68108/text,116th,Senate,2020-12-16T05:00:00Z,"Senate Finance"
"Hearings to examine investigating challenges to American retirement security.",https://www.congress.gov/event/116th-congress/senate-event/328386,116th,Senate,2020-12-09T15:00:00Z,"Senate Finance"
"S.Hrg. 116-524 — INVESTIGATING CHALLENGES TO AMERICAN RETIREMENT SECURITY",https://www.congress.gov/event/116th-congress/senate-event/LC67779/text,116th,Senate,2020-12-09T05:00:00Z,"Senate Finance"
"Hearings to examine the fiscal outlook.",https://www.congress.gov/event/116th-congress/senate-event/328160,116th,Senate,2020-10-07T18:00:00Z,"Senate Finance"
"S.Hrg. 116-521 — THE FISCAL OUTLOOK",https://www.congress.gov/event/116th-congress/senate-event/LC67767/text,116th,Senate,2020-10-07T04:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Michael N. Nemelka, of Utah, to be a Deputy United States Trade Representative (Investment, Services, Labor, Environment, Africa, China, and the Western Hemisphere), with the rank of Ambassador, Department of State, and Christian N. Weiler, of Louisiana, and Alina I. Marshall, of Virginia, both to be a Judge of the United States Tax Court.",https://www.congress.gov/event/116th-congress/senate-event/327902,116th,Senate,2020-08-03T21:30:00Z,"Senate Finance"
"Hearings to examine protecting the reliability of the United States medical supply chain during the COVID-19 pandemic.",https://www.congress.gov/event/116th-congress/senate-event/327784,116th,Senate,2020-07-30T13:30:00Z,"Senate Finance"
"S.Hrg. 116-520 — PART 2: PROTECTING THE RELIABILITY OF THE U.S. MEDICAL SUPPLY CHAIN DURING THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/senate-event/LC67727/text,116th,Senate,2020-07-30T04:00:00Z,"Senate Finance"
"Hearings to examine WTO reform, focusing on making global rules work for global challenges.",https://www.congress.gov/event/116th-congress/senate-event/327742,116th,Senate,2020-07-29T14:15:00Z,"Senate Finance"
"S.Hrg. 116-516 — WTO REFORM: MAKING GLOBAL RULES WORK FOR GLOBAL CHALLENGES",https://www.congress.gov/event/116th-congress/senate-event/LC67679/text,116th,Senate,2020-07-29T04:00:00Z,"Senate Finance"
"Hearings to examine protecting the reliability of the United States medical supply chain during the COVID-19 pandemic.",https://www.congress.gov/event/116th-congress/senate-event/327724,116th,Senate,2020-07-28T14:15:00Z,"Senate Finance"
"S.Hrg. 116-514 — PART 1: PROTECTING THE RELIABILITY OF THE U.S. MEDICAL SUPPLY CHAIN DURING THE COVID 19 PANDEMIC",https://www.congress.gov/event/116th-congress/senate-event/LC67540/text,116th,Senate,2020-07-28T04:00:00Z,"Senate Finance"
"Hearings to examine the nominations of Michael N. Nemelka, of Utah, to be a Deputy United States Trade Representative (Investment, Services, Labor, Environment, Africa, China, and the Western Hemisphere), with the rank of Ambassador, and Christian N. Weiler, of Louisiana, and Alina I. Marshall, of Virginia, both to be a Judge of the United States Tax Court.",https://www.congress.gov/event/116th-congress/senate-event/327666,116th,Senate,2020-07-21T14:00:00Z,"Senate Finance"
"S.Hrg. 116-509 — NOMINATIONS OF MICHAEL N. NEMELKA, TO BE DEPUTY UNITED STATES TRADE REPRESENTATIVE FOR INVESTMENT SERVICES, LABOR, ENVIRONMENT, AFRICA, CHINA, AND THE WESTERN HEMISPHERE, WITH THE RANK OF AMBASSADOR, EXECUTIVE OFFICE OF THE PRESIDENT; CHRISTIAN N. WEILER, TO BE A JUDGE OF THE UNITED STATES TAX COURT; AND ALINA I. MARSHALL, TO BE A JUDGE OF THE UNITED STATES TAX COURT",https://www.congress.gov/event/116th-congress/senate-event/LC67684/text,116th,Senate,2020-07-21T04:00:00Z,"Senate Finance"
"Hearings to examine censorship as a non-tariff barrier to trade.",https://www.congress.gov/event/116th-congress/senate-event/327244,116th,Senate,2020-06-30T18:30:00Z,"Senate Finance"
"Hearings to examine 2020 filing season and IRS COVID-19 recovery.",https://www.congress.gov/event/116th-congress/senate-event/327620,116th,Senate,2020-06-30T14:15:00Z,"Senate Finance"
"S.Hrg. 116-498 — 2020 FILING SEASON AND IRS COVID-19 RECOVERY",https://www.congress.gov/event/116th-congress/senate-event/LC67129/text,116th,Senate,2020-06-30T04:00:00Z,"Senate Finance"
"S.Hrg. 116-506 — CENSORSHIP AS A NON-TARIFF BARRIER TO TRADE",https://www.congress.gov/event/116th-congress/senate-event/LC67466/text,116th,Senate,2020-06-30T04:00:00Z,"Senate Finance"
