Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"“Legislative Hearing to Protect Consumers and Strengthen the Economy”",https://www.congress.gov/event/117th-congress/house-event/114843,117th,"House of Representatives",2022-05-26T16:00:00Z,"House Energy and Commerce"
"""Formula Safety and Supply: Protecting the Health of America's Babies""",https://www.congress.gov/event/117th-congress/house-event/114821,117th,"House of Representatives",2022-05-25T15:00:00Z,"House Energy and Commerce"
"“Strengthening our Communications Networks: Legislation to Connect and Protect”",https://www.congress.gov/event/117th-congress/house-event/114824,117th,"House of Representatives",2022-05-24T15:00:00Z,"House Energy and Commerce"
"Six Health Bills",https://www.congress.gov/event/117th-congress/house-event/114806,117th,"House of Representatives",2022-05-18T14:00:00Z,"House Energy and Commerce"
"""The Fiscal Year 2023 EPA Budget""",https://www.congress.gov/event/117th-congress/house-event/114760,117th,"House of Representatives",2022-05-17T14:15:00Z,"House Energy and Commerce"
"“Modernizing Hydropower: Licensing and Reforms for a Clean Energy Future”",https://www.congress.gov/event/117th-congress/house-event/114731,117th,"House of Representatives",2022-05-12T14:30:00Z,"House Energy and Commerce"
"Six Health Bills",https://www.congress.gov/event/117th-congress/house-event/114745,117th,"House of Representatives",2022-05-11T14:15:00Z,"House Energy and Commerce"
"“The Fiscal Year 2023 DOE Budget”",https://www.congress.gov/event/117th-congress/house-event/114649,117th,"House of Representatives",2022-04-28T14:00:00Z,"House Energy and Commerce"
"“The Fiscal Year 2023 HHS Budget”",https://www.congress.gov/event/117th-congress/house-event/114658,117th,"House of Representatives",2022-04-27T14:15:00Z,"House Energy and Commerce"
"“Gouged at the Gas Station: Big Oil and America's Pain at the Pump”",https://www.congress.gov/event/117th-congress/house-event/114586,117th,"House of Representatives",2022-04-06T14:30:00Z,"House Energy and Commerce"
"“Communities in Need: Legislation to Support Mental Health and Well-Being”",https://www.congress.gov/event/117th-congress/house-event/114583,117th,"House of Representatives",2022-04-05T14:15:00Z,"House Energy and Commerce"
"“Connecting America: Oversight of the FCC”",https://www.congress.gov/event/117th-congress/house-event/114545,117th,"House of Representatives",2022-03-31T14:30:00Z,"House Energy and Commerce"
"""FDA User Fee Reauthorization: Ensuring Safe and Effective Medical Devices""",https://www.congress.gov/event/117th-congress/house-event/114541,117th,"House of Representatives",2022-03-30T13:00:00Z,"House Energy and Commerce"
"“Trusting the Tap: Upgrading America’s Drinking Water Infrastructure”",https://www.congress.gov/event/117th-congress/house-event/114537,117th,"House of Representatives",2022-03-29T14:30:00Z,"House Energy and Commerce"
"“The Future of Medicine: Legislation to Encourage Innovation and Improve Oversight”",https://www.congress.gov/event/117th-congress/house-event/114510,117th,"House of Representatives",2022-03-17T14:30:00Z,"House Energy and Commerce"
"“5G and Beyond: Exploring the Next Wireless Frontier”",https://www.congress.gov/event/117th-congress/house-event/114488,117th,"House of Representatives",2022-03-16T14:30:00Z,"House Energy and Commerce"
"""Changing Times: Revisiting Spring Forward, Fall Back""",https://www.congress.gov/event/117th-congress/house-event/114467,117th,"House of Representatives",2022-03-09T14:30:00Z,"House Energy and Commerce"
"""Charging Forward: Securing American Manufacturing and Our EV Future""",https://www.congress.gov/event/117th-congress/house-event/114473,117th,"House of Representatives",2022-03-08T15:15:00Z,"House Energy and Commerce"
"“Lessons from the Frontline: COVID-19’s Impact on American Health Care”",https://www.congress.gov/event/117th-congress/house-event/114450,117th,"House of Representatives",2022-03-02T15:30:00Z,"House Energy and Commerce"
"""Holding Big Tech Accountable: Legislation to Protect Online Users""",https://www.congress.gov/event/117th-congress/house-event/114439,117th,"House of Representatives",2022-03-01T15:30:00Z,"House Energy and Commerce"
"""Americans in Need: Responding to the National Mental Health Crisis""",https://www.congress.gov/event/117th-congress/house-event/114422,117th,"House of Representatives",2022-02-17T16:30:00Z,"House Energy and Commerce"
"“Connecting America: Oversight of NTIA”",https://www.congress.gov/event/117th-congress/house-event/114417,117th,"House of Representatives",2022-02-16T17:00:00Z,"House Energy and Commerce"
"CONNECTING AMERICA: OVERSIGHT OF NTIA",https://www.congress.gov/event/117th-congress/house-event/LC74309/text,117th,"House of Representatives",2022-02-16T05:00:00Z,"House Energy and Commerce"
"""Back from the Brink: Restoring Brownfield Sites to Economic Engines""",https://www.congress.gov/event/117th-congress/house-event/114410,117th,"House of Representatives",2022-02-15T16:30:00Z,"House Energy and Commerce"
"BACK FROM THE BRINK: RESTORING BROWNFIELD SITES TO ECONOMIC ENGINES",https://www.congress.gov/event/117th-congress/house-event/LC74308/text,117th,"House of Representatives",2022-02-15T05:00:00Z,"House Energy and Commerce"
"“ARPA-H: The Next Frontier of Biomedical Research”",https://www.congress.gov/event/117th-congress/house-event/114383,117th,"House of Representatives",2022-02-08T15:30:00Z,"House Energy and Commerce"
"“FDA User Fee Reauthorization: Ensuring Safe and Effective Drugs and Biologics”",https://www.congress.gov/event/117th-congress/house-event/114371,117th,"House of Representatives",2022-02-03T15:00:00Z,"House Energy and Commerce"
"“Pandemic Profiteers: Legislation to Stop Corporate Price Gouging”",https://www.congress.gov/event/117th-congress/house-event/114360,117th,"House of Representatives",2022-02-02T15:30:00Z,"House Energy and Commerce"
"PANDEMIC PROFITEERS: LEGISLATION TO STOP CORPORATE PRICE GOUGING",https://www.congress.gov/event/117th-congress/house-event/LC74310/text,117th,"House of Representatives",2022-02-02T05:00:00Z,"House Energy and Commerce"
"""Cleaning Up Cryptocurrency: The Energy Impacts of Blockchains""",https://www.congress.gov/event/117th-congress/house-event/114332,117th,"House of Representatives",2022-01-20T15:30:00Z,"House Energy and Commerce"
"“Securing our Energy Infrastructure: Legislation to Enhance Pipeline Reliability”",https://www.congress.gov/event/117th-congress/house-event/114286,117th,"House of Representatives",2022-01-19T15:30:00Z,"House Energy and Commerce"
"“Holding Big Tech Accountable: Legislation to Build a Safer Internet”",https://www.congress.gov/event/117th-congress/house-event/114299,117th,"House of Representatives",2021-12-09T16:30:00Z,"House Energy and Commerce"
"“The Future of Biomedicine: Translating Biomedical Research into Personalized Health Care""",https://www.congress.gov/event/117th-congress/house-event/114289,117th,"House of Representatives",2021-12-08T15:30:00Z,"House Energy and Commerce"
"THE FUTURE OF BIOMEDICINE: TRANSLATING BIOMEDICAL RESEARCH INTO PERSONALIZED HEALTH CARE",https://www.congress.gov/event/117th-congress/house-event/LC73512/text,117th,"House of Representatives",2021-12-08T05:00:00Z,"House Energy and Commerce"
"“The Overdose Crisis: Interagency Proposal to Combat Illicit Fentanyl-Related Substances”",https://www.congress.gov/event/117th-congress/house-event/114265,117th,"House of Representatives",2021-12-02T15:30:00Z,"House Energy and Commerce"
"THE OVERDOSE CRISIS: INTERAGENCY PROPOSAL TO COMBAT ILLICIT FENTANYL- RELATED SUBSTANCES",https://www.congress.gov/event/117th-congress/house-event/LC73514/text,117th,"House of Representatives",2021-12-02T05:00:00Z,"House Energy and Commerce"
"“Holding Big Tech Accountable: Targeted Reforms to Tech’s Legal Immunity”",https://www.congress.gov/event/117th-congress/house-event/114268,117th,"House of Representatives",2021-12-01T15:30:00Z,"House Energy and Commerce"
"Eight Health Bills, Two Communications and Technology Bills, and Two Consumer Protection and Commerce Bills",https://www.congress.gov/event/117th-congress/house-event/114258,117th,"House of Representatives",2021-11-17T15:30:00Z,"House Energy and Commerce"
"“Securing America’s Future: Supply Chain Solutions for a Clean Energy Economy”",https://www.congress.gov/event/117th-congress/house-event/114231,117th,"House of Representatives",2021-11-16T15:30:00Z,"House Energy and Commerce"
"SECURING AMERICA'S FUTURE: SUPPLY CHAIN SOLUTIONS FOR A CLEAN ENERGY ECONOMY",https://www.congress.gov/event/117th-congress/joint-event/LC73330/text,117th,Joint,2021-11-16T05:00:00Z,"House Energy and Commerce"
"Nine Health Bills",https://www.congress.gov/event/117th-congress/house-event/114221,117th,"House of Representatives",2021-11-04T14:30:00Z,"House Energy and Commerce"
"H.R. 1218 and H.R. 2501",https://www.congress.gov/event/117th-congress/house-event/114216,117th,"House of Representatives",2021-11-03T14:30:00Z,"House Energy and Commerce"
"""TSCA and Public Health: Fulfilling the Promise of the Lautenberg Act""",https://www.congress.gov/event/117th-congress/house-event/114176,117th,"House of Representatives",2021-10-27T14:30:00Z,"House Energy and Commerce"
"TSCA AND PUBLIC HEALTH: FULFILLING THE PROMISE OF THE LAUTENBERG ACT",https://www.congress.gov/event/117th-congress/house-event/LC73329/text,117th,"House of Representatives",2021-10-27T04:00:00Z,"House Energy and Commerce"
"“Caring for America: Legislation to Support Patients, Caregivers, and Providers”",https://www.congress.gov/event/117th-congress/house-event/114166,117th,"House of Representatives",2021-10-26T14:30:00Z,"House Energy and Commerce"
"CARING FOR AMERICA: LEGISLATION TO SUPPORT PATIENTS, CAREGIVERS, AND PROVIDERS",https://www.congress.gov/event/117th-congress/house-event/LC73334/text,117th,"House of Representatives",2021-10-26T04:00:00Z,"House Energy and Commerce"
"""Offshore Wind, Onshore Benefits: Growing the Domestic Wind Energy Industry""",https://www.congress.gov/event/117th-congress/house-event/114148,117th,"House of Representatives",2021-10-21T14:30:00Z,"House Energy and Commerce"
"""Enhancing Public Health: Legislation to Protect Children and Families""",https://www.congress.gov/event/117th-congress/house-event/114134,117th,"House of Representatives",2021-10-20T14:30:00Z,"House Energy and Commerce"
"“Investing in American Jobs: Legislation to Strengthen Manufacturing and Competitiveness”",https://www.congress.gov/event/117th-congress/house-event/114123,117th,"House of Representatives",2021-10-14T16:00:00Z,"House Energy and Commerce"
"“Strengthening Our Communications Networks to Meet the Needs of Consumers”",https://www.congress.gov/event/117th-congress/house-event/114108,117th,"House of Representatives",2021-10-06T16:00:00Z,"House Energy and Commerce"
"""A Level Playing Field: College Athletes’ Rights to Their Name, Image, and Likeness""",https://www.congress.gov/event/117th-congress/house-event/114076,117th,"House of Representatives",2021-09-30T14:30:00Z,"House Energy and Commerce"
"“Protecting Communities from Industrial Accidents: Revitalizing the Chemical Safety Board”",https://www.congress.gov/event/117th-congress/house-event/114070,117th,"House of Representatives",2021-09-29T14:30:00Z,"House Energy and Commerce"
"""Putting Kids First: Addressing COVID-19's Impacts on Children""",https://www.congress.gov/event/117th-congress/house-event/114054,117th,"House of Representatives",2021-09-22T14:30:00Z,"House Energy and Commerce"
"the Build Back Better Act",https://www.congress.gov/event/117th-congress/house-event/114039,117th,"House of Representatives",2021-09-13T15:00:00Z,"House Energy and Commerce"
"""The Future of Biomedicine: Translating Biomedical Research into Personalized Health Care""",https://www.congress.gov/event/117th-congress/house-event/114021,117th,"House of Representatives",2021-09-09T15:00:00Z,"House Energy and Commerce"
"“The Path Forward: Advancing Treatments and Cures for Neurodegenerative Diseases”",https://www.congress.gov/event/117th-congress/house-event/113983,117th,"House of Representatives",2021-07-29T15:00:00Z,"House Energy and Commerce"
"“Transforming the FTC: Legislation to Modernize Consumer Protection”",https://www.congress.gov/event/117th-congress/house-event/113972,117th,"House of Representatives",2021-07-28T14:30:00Z,"House Energy and Commerce"
"""The Changing Energy Landscape: Oversight of FERC""",https://www.congress.gov/event/117th-congress/house-event/113963,117th,"House of Representatives",2021-07-27T14:30:00Z,"House Energy and Commerce"
"16 Health Bills and 8 Communications and Technology Bills",https://www.congress.gov/event/117th-congress/house-event/113954,117th,"House of Representatives",2021-07-21T14:00:00Z,"House Energy and Commerce"
"""Stopping Digital Thieves: The Growing Threat of Ransomware""",https://www.congress.gov/event/117th-congress/house-event/113927,117th,"House of Representatives",2021-07-20T14:30:00Z,"House Energy and Commerce"
"19 Health Bills",https://www.congress.gov/event/117th-congress/house-event/113909,117th,"House of Representatives",2021-07-15T15:00:00Z,"House Energy and Commerce"
"“Keeping Us Safe and Secure: Oversight of the Nuclear Regulatory Commission”",https://www.congress.gov/event/117th-congress/house-event/112900,117th,"House of Representatives",2021-07-14T15:30:00Z,"House Energy and Commerce"
"Member Day",https://www.congress.gov/event/117th-congress/house-event/112893,117th,"House of Representatives",2021-07-13T15:00:00Z,"House Energy and Commerce"
"A Safe Wireless Future: Securing our Networks and Supply Chains",https://www.congress.gov/event/117th-congress/house-event/112840,117th,"House of Representatives",2021-06-30T14:30:00Z,"House Energy and Commerce"
"The CLEAN Future Act and Electric Transmission: Delivering Clean Power to the People",https://www.congress.gov/event/117th-congress/house-event/112842,117th,"House of Representatives",2021-06-29T14:30:00Z,"House Energy and Commerce"
"“Empowered by Data: Legislation to Advance Equity and Public Health”",https://www.congress.gov/event/117th-congress/house-event/112817,117th,"House of Representatives",2021-06-24T14:30:00Z,"House Energy and Commerce"
"Drinking Water and PFAS Legislation",https://www.congress.gov/event/117th-congress/house-event/112834,117th,"House of Representatives",2021-06-23T14:30:00Z,"House Energy and Commerce"
"Drinking Water and PFAS Legislation",https://www.congress.gov/event/117th-congress/house-event/112794,117th,"House of Representatives",2021-06-16T14:30:00Z,"House Energy and Commerce"
"“Booster Shot: Enhancing Public Health through Vaccine Legislation”",https://www.congress.gov/event/117th-congress/house-event/112768,117th,"House of Representatives",2021-06-15T14:30:00Z,"House Energy and Commerce"
"MEMBER DAY",https://www.congress.gov/event/117th-congress/house-event/LC70255/text,117th,"House of Representatives",2021-06-13T04:00:00Z,"House Energy and Commerce"
"six bills pending before the Full Committee",https://www.congress.gov/event/117th-congress/house-event/112766,117th,"House of Representatives",2021-06-10T15:00:00Z,"House Energy and Commerce"
"""A Humane Response: Prioritizing the Well-Being of Unaccompanied Children""",https://www.congress.gov/event/117th-congress/house-event/112731,117th,"House of Representatives",2021-06-09T15:30:00Z,"House Energy and Commerce"
"“The Fiscal Year 2022 Department of Commerce Budget”",https://www.congress.gov/event/117th-congress/house-event/112730,117th,"House of Representatives",2021-06-08T18:00:00Z,"House Energy and Commerce"
"THE FISCAL YEAR 2022 DEPARTMENT OF COMMERCE BUDGET",https://www.congress.gov/event/117th-congress/house-event/LC69452/text,117th,"House of Representatives",2021-06-08T04:00:00Z,"House Energy and Commerce"
"H.R. 2668, the “Consumer Protection and Recovery Act”",https://www.congress.gov/event/117th-congress/house-event/112717,117th,"House of Representatives",2021-05-27T15:00:00Z,"House Energy and Commerce"
"""A Shot at Normalcy: Building COVID-19 Vaccine Confidence""",https://www.congress.gov/event/117th-congress/house-event/112684,117th,"House of Representatives",2021-05-26T15:00:00Z,"House Energy and Commerce"
"“The CLEAN Future Act and Drinking Water: Legislation to Ensure Drinking Water is Safe and Clean”",https://www.congress.gov/event/117th-congress/house-event/112686,117th,"House of Representatives",2021-05-25T15:30:00Z,"House Energy and Commerce"
"""The Fiscal Year 2022 DOE Budget""",https://www.congress.gov/event/117th-congress/house-event/112638,117th,"House of Representatives",2021-05-19T14:30:00Z,"House Energy and Commerce"
"“Promises and Perils: The Potential of Automobile Technologies”",https://www.congress.gov/event/117th-congress/house-event/112637,117th,"House of Representatives",2021-05-18T14:30:00Z,"House Energy and Commerce"
"""The CLEAN Future Act: Superfund Proposals to Advance Cleanups, Equity, and Climate Resilience""",https://www.congress.gov/event/117th-congress/house-event/112592,117th,"House of Representatives",2021-05-13T14:30:00Z,"House Energy and Commerce"
"“The Fiscal Year 2022 HHS Budget”",https://www.congress.gov/event/117th-congress/house-event/112595,117th,"House of Representatives",2021-05-12T14:30:00Z,"House Energy and Commerce"
"“Broadband Equity: Addressing Disparities in Access and Affordability”",https://www.congress.gov/event/117th-congress/house-event/112553,117th,"House of Representatives",2021-05-06T15:30:00Z,"House Energy and Commerce"
"""The CLEAN Future Act: Driving Decarbonization of the Transportation Sector""",https://www.congress.gov/event/117th-congress/house-event/112550,117th,"House of Representatives",2021-05-05T15:30:00Z,"House Energy and Commerce"
"THE CLEAN FUTURE ACT: DECARBONIZATION OF THE TRANSPORTATION SECTOR",https://www.congress.gov/event/117th-congress/house-event/LC69013/text,117th,"House of Representatives",2021-05-05T04:00:00Z,"House Energy and Commerce"
"“Negotiating a Better Deal: Legislation to Lower the Cost of Prescription Drugs”",https://www.congress.gov/event/117th-congress/house-event/112551,117th,"House of Representatives",2021-05-04T15:30:00Z,"House Energy and Commerce"
"“The Fiscal Year 2022 EPA Budget”",https://www.congress.gov/event/117th-congress/house-event/112502,117th,"House of Representatives",2021-04-29T15:00:00Z,"House Energy and Commerce"
"FISCAL YEAR 2022 EPA BUDGET",https://www.congress.gov/event/117th-congress/house-event/LC68993/text,117th,"House of Representatives",2021-04-29T04:00:00Z,"House Energy and Commerce"
"“The Long Haul: Forging a Path through the Lingering Effects of COVID-19”",https://www.congress.gov/event/117th-congress/house-event/112514,117th,"House of Representatives",2021-04-28T15:00:00Z,"House Energy and Commerce"
"“The Consumer Protection and Recovery Act: Returning Money to Defrauded Consumers”",https://www.congress.gov/event/117th-congress/house-event/112501,117th,"House of Representatives",2021-04-27T17:00:00Z,"House Energy and Commerce"
"THE CONSUMER PROTECTION AND RECOVERY ACT: RETURNING MONEY TO DEFRAUDED CONSUMERS",https://www.congress.gov/event/117th-congress/house-event/LC68687/text,117th,"House of Representatives",2021-04-27T04:00:00Z,"House Energy and Commerce"
"""Leading the Wireless Future: Securing American Network Technology""",https://www.congress.gov/event/117th-congress/house-event/112475,117th,"House of Representatives",2021-04-21T15:30:00Z,"House Energy and Commerce"
"""Generating Equity: Deploying a Just and Clean Energy Future""",https://www.congress.gov/event/117th-congress/house-event/112462,117th,"House of Representatives",2021-04-20T14:30:00Z,"House Energy and Commerce"
"GENERATING EQUITY: DEPLOYING A JUST AND CLEAN ENERGY FUTURE",https://www.congress.gov/event/117th-congress/house-event/LC69016/text,117th,"House of Representatives",2021-04-20T04:00:00Z,"House Energy and Commerce"
"“The CLEAN Future Act and Environmental Justice: Protecting Frontline Communities”",https://www.congress.gov/event/117th-congress/house-event/111450,117th,"House of Representatives",2021-04-15T14:30:00Z,"House Energy and Commerce"
"""An Epidemic within a Pandemic: Understanding Substance Use and Misuse in America”",https://www.congress.gov/event/117th-congress/house-event/111439,117th,"House of Representatives",2021-04-14T14:30:00Z,"House Energy and Commerce"
"“Disinformation Nation: Social Media's Role in Promoting Extremism and Misinformation”",https://www.congress.gov/event/117th-congress/house-event/111407,117th,"House of Representatives",2021-03-25T16:00:00Z,"House Energy and Commerce"
"""The CLEAN Future Act: Powering a Resilient and Prosperous America""",https://www.congress.gov/event/117th-congress/house-event/111366,117th,"House of Representatives",2021-03-24T18:00:00Z,"House Energy and Commerce"
"""Power Struggle: Examining the 2021 Texas Grid Failure""",https://www.congress.gov/event/117th-congress/house-event/111365,117th,"House of Representatives",2021-03-24T15:30:00Z,"House Energy and Commerce"
"“Building on the ACA: Legislation to Expand Health Coverage and Lower Costs”",https://www.congress.gov/event/117th-congress/house-event/111378,117th,"House of Representatives",2021-03-23T15:00:00Z,"House Energy and Commerce"
"“LIFT America: Revitalizing our Nation’s Infrastructure and Economy”",https://www.congress.gov/event/117th-congress/house-event/111362,117th,"House of Representatives",2021-03-22T15:00:00Z,"House Energy and Commerce"
"""The CLEAN Future Act: Industrial Climate Policies to Create Jobs and Support Working Communities.""",https://www.congress.gov/event/117th-congress/house-event/111348,117th,"House of Representatives",2021-03-18T15:00:00Z,"House Energy and Commerce"
"THE CLEAN FUTURE ACT: INDUSTRIAL CLIMATE POLICIES TO CREATE JOBS AND SUPPORT WORKING COMMUNITIES",https://www.congress.gov/event/117th-congress/house-event/LC68981/text,117th,"House of Representatives",2021-03-18T04:00:00Z,"House Energy and Commerce"
"“Averting a Crisis: Protecting Access to Health Care in the U.S. Territories”",https://www.congress.gov/event/117th-congress/house-event/111335,117th,"House of Representatives",2021-03-17T17:00:00Z,"House Energy and Commerce"
"“Leading the Way Forward: Biden Administration Actions to Increase COVID-19 Vaccinations”",https://www.congress.gov/event/117th-congress/house-event/111321,117th,"House of Representatives",2021-03-17T14:00:00Z,"House Energy and Commerce"
"“Kids Online During COVID: Child Safety in an Increasingly Digital Age”",https://www.congress.gov/event/117th-congress/house-event/111298,117th,"House of Representatives",2021-03-11T15:30:00Z,"House Energy and Commerce"
"KIDS ONLINE DURING COVID: CHILD SAFETY IN AN INCREASINGLY DIGITAL AGE",https://www.congress.gov/event/117th-congress/house-event/LC67993/text,117th,"House of Representatives",2021-03-11T05:00:00Z,"House Energy and Commerce"
"""The Path Forward: Restoring the Vital Mission of EPA”",https://www.congress.gov/event/117th-congress/house-event/111279,117th,"House of Representatives",2021-03-10T15:30:00Z,"House Energy and Commerce"
"“The Future of Telehealth: How COVID-19 is Changing the Delivery of Virtual Care”",https://www.congress.gov/event/117th-congress/house-event/111255,117th,"House of Representatives",2021-03-02T15:30:00Z,"House Energy and Commerce"
"THE FUTURE OF TELEHEALTH: HOW COVID-19 IS CHANGING THE DELIVERY OF VIRTUAL CARE",https://www.congress.gov/event/117th-congress/house-event/LC67702/text,117th,"House of Representatives",2021-03-02T05:00:00Z,"House Energy and Commerce"
"“Fanning the Flames: Disinformation and Extremism in the Media”",https://www.congress.gov/event/117th-congress/house-event/111229,117th,"House of Representatives",2021-02-24T17:30:00Z,"House Energy and Commerce"
"“Pathway to Protection: Expanding Availability of COVID-19 Vaccines”",https://www.congress.gov/event/117th-congress/house-event/111226,117th,"House of Representatives",2021-02-23T15:30:00Z,"House Energy and Commerce"
"“A Smarter Investment: Pathways to a Clean Energy Future.”",https://www.congress.gov/event/117th-congress/house-event/111210,117th,"House of Representatives",2021-02-18T16:30:00Z,"House Energy and Commerce"
"“Connecting America:  Broadband Solutions to Pandemic Problems”",https://www.congress.gov/event/117th-congress/house-event/111199,117th,"House of Representatives",2021-02-17T16:00:00Z,"House Energy and Commerce"
"Budget Reconciliation pursuant to S. Con. Res. 5, the Concurrent Resolution on the Budget for Fiscal Year 2021",https://www.congress.gov/event/117th-congress/house-event/111190,117th,"House of Representatives",2021-02-11T16:00:00Z,"House Energy and Commerce"
"""Back in Action: Restoring Federal Climate Leadership"" (Virtual Hearing)",https://www.congress.gov/event/117th-congress/house-event/111146,117th,"House of Representatives",2021-02-09T17:00:00Z,"House Energy and Commerce"
"“Safeguarding American Consumers: Fighting Fraud and Scams During the Pandemic” (Virtual Hearing)",https://www.congress.gov/event/117th-congress/house-event/111139,117th,"House of Representatives",2021-02-04T17:00:00Z,"House Energy and Commerce"
"SAFEGUARDING AMERICAN CONSUMERS: FIGHTING FRAUD AND SCAMS DURING THE PANDEMIC",https://www.congress.gov/event/117th-congress/house-event/LC67438/text,117th,"House of Representatives",2021-02-04T05:00:00Z,"House Energy and Commerce"
"“Road to Recovery: Ramping Up COVID-19 Vaccines, Testing, and Medical Supply Chain” (Virtual Hearing)",https://www.congress.gov/event/117th-congress/house-event/111136,117th,"House of Representatives",2021-02-03T16:00:00Z,"House Energy and Commerce"
"ROAD TO RECOVERY: RAMPING UP COVID-19 VACCINES, TESTING, AND MEDICAL SUPPLY CHAIN",https://www.congress.gov/event/117th-congress/house-event/LC67675/text,117th,"House of Representatives",2021-02-03T05:00:00Z,"House Energy and Commerce"
"""No Time to Lose: Solutions to Increase COVID-19 Vaccinations in the States"" (Virtual Hearing)",https://www.congress.gov/event/117th-congress/house-event/111137,117th,"House of Representatives",2021-02-02T16:00:00Z,"House Energy and Commerce"
"Organizational Meeting",https://www.congress.gov/event/117th-congress/house-event/111131,117th,"House of Representatives",2021-01-28T18:00:00Z,"House Energy and Commerce"
"“Generating Equity: Improving Clean Energy Access and Affordability” - Virtual Hearing",https://www.congress.gov/event/116th-congress/house-event/111070,116th,"House of Representatives",2020-10-01T14:00:00Z,"House Energy and Commerce"
"GENERATING EQUITY: IMPROVING CLEAN ENERGY ACCESS AND AFFORDABILITY",https://www.congress.gov/event/116th-congress/house-event/LC73091/text,116th,"House of Representatives",2020-10-01T04:00:00Z,"House Energy and Commerce"
"“Pathway to a Vaccine: Ensuring a Safe and Effective Vaccine People Will Trust” - Virtual Hearing",https://www.congress.gov/event/116th-congress/house-event/111063,116th,"House of Representatives",2020-09-30T15:30:00Z,"House Energy and Commerce"
"PATHWAY TO A VACCINE: ENSURING A SAFE AND EFFECTIVE VACCINE PEOPLE WILL TRUST",https://www.congress.gov/event/116th-congress/house-event/LC72982/text,116th,"House of Representatives",2020-09-30T04:00:00Z,"House Energy and Commerce"
"“Mainstreaming Extremism:  Social Media’s Role in Radicalizing America” (Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/111041,116th,"House of Representatives",2020-09-24T15:00:00Z,"House Energy and Commerce"
"""Health Care Lifeline: The Affordable Care Act and the COVID-19 Pandemic"" (Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/111030,116th,"House of Representatives",2020-09-23T14:00:00Z,"House Energy and Commerce"
"HEALTH CARE LIFELINE: THE AFFORDABLE CARE ACT AND THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC73027/text,116th,"House of Representatives",2020-09-23T04:00:00Z,"House Energy and Commerce"
"""Trump FCC:  Four Years of Lost Opportunities"" - Virtual Hearing",https://www.congress.gov/event/116th-congress/house-event/111012,116th,"House of Representatives",2020-09-17T14:00:00Z,"House Energy and Commerce"
"""Building a 100 Percent Clean Economy: Opportunities for an Equitable, Low-Carbon Recovery""",https://www.congress.gov/event/116th-congress/house-event/111008,116th,"House of Representatives",2020-09-16T14:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: OPPORTUNITIES FOR AN EQUITABLE, LOW-CARBON RECOVERY",https://www.congress.gov/event/116th-congress/house-event/LC73094/text,116th,"House of Representatives",2020-09-16T04:00:00Z,"House Energy and Commerce"
"38 bills pending before the Committee",https://www.congress.gov/event/116th-congress/house-event/110991,116th,"House of Representatives",2020-09-09T15:00:00Z,"House Energy and Commerce"
