Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"“Toxic Air:  How Leaded Aviation Fuel Is Poisoning America’s Children”",https://www.congress.gov/event/117th-congress/house-event/115056,117th,"House of Representatives",2022-07-28T18:00:00Z,"House Oversight and Reform"
"“FITARA 14.0”",https://www.congress.gov/event/117th-congress/house-event/115055,117th,"House of Representatives",2022-07-28T13:00:00Z,"House Oversight and Reform"
"Deposition of Daniel Snyder",https://www.congress.gov/event/117th-congress/house-event/115076,117th,"House of Representatives",2022-07-28T12:00:00Z,"House Oversight and Reform"
"“Examining the Practices and Profits of Gun Manufacturers”",https://www.congress.gov/event/117th-congress/house-event/115024,117th,"House of Representatives",2022-07-27T14:00:00Z,"House Oversight and Reform"
"""The Future of Federal Work II""",https://www.congress.gov/event/117th-congress/house-event/115030,117th,"House of Representatives",2022-07-21T13:00:00Z,"House Oversight and Reform"
"THE FUTURE OF FEDERAL WORK II",https://www.congress.gov/event/117th-congress/house-event/LC73397/text,117th,"House of Representatives",2022-07-21T04:00:00Z,"House Oversight and Reform"
"*NOTICE TO RECONVENE*
7-14-2022 BUSINESS MEETING 

1. H.R. 4258, the Improving Digital Identity Act;

2. H.R. 8322, the Strengthening Tools to Obstruct and Prevent Fraud Act of 2022;

3. H.R. 7602, the Preventing Organizational Conflicts of Interest in Federal Acquisition Act;

4. H.R. 8326, the Ensuring a Fair and Accurate Census Act; 

5. H.R. 8325, the Preventing the Personal Conflicts of Interest Act in Federal Acquisition Act;

6. H.R. 6548, the Justice in Power Plant Permitting Act; and

7. Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/115043,117th,"House of Representatives",2022-07-20T14:00:00Z,"House Oversight and Reform"
"“Regenerative Agriculture:  How Farmers and Ranchers are Essential to Solving Climate Change and Increasing Food Production”",https://www.congress.gov/event/117th-congress/house-event/115012,117th,"House of Representatives",2022-07-19T18:00:00Z,"House Oversight and Reform"
"“Understanding and Addressing Long COVID and Its Health and Economic Consequences”",https://www.congress.gov/event/117th-congress/house-event/115020,117th,"House of Representatives",2022-07-19T14:00:00Z,"House Oversight and Reform"
"1.	H.R. 4258, the Improving Digital Identity Act;

2.	H.R. 8322, the Strengthening Tools to Obstruct and Prevent Fraud Act of 2022;

3.	H.R. 7602, the Preventing Organizational Conflicts of Interest in Federal Acquisition Act;

4.	H.R. 8326, the Ensuring a Fair and Accurate Census Act; 

5.	H.R. 8325, the Preventing the Personal Conflicts of Interest Act in Federal Acquisition Act;

6.	H.R. 6548, the Justice in Power Plant Permitting Act; and

7.	Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/115007,117th,"House of Representatives",2022-07-14T14:00:00Z,"House Oversight and Reform"
"Protecting Military Servicemembers and Veterans from Financial Scams and Fraud",https://www.congress.gov/event/117th-congress/house-event/114983,117th,"House of Representatives",2022-07-13T18:00:00Z,"House Oversight and Reform"
"“The Impact of the Supreme Court’s Dobbs Decision on Abortion Rights and Access Across the United States”",https://www.congress.gov/event/117th-congress/house-event/114986,117th,"House of Representatives",2022-07-13T14:00:00Z,"House Oversight and Reform"
"PROTECTING MILITARY SERVICEMEMBERS AND VETERANS FROM FINANCIAL SCAMS AND FRAUD",https://www.congress.gov/event/117th-congress/house-event/LC73398/text,117th,"House of Representatives",2022-07-13T04:00:00Z,"House Oversight and Reform"
"Examining the 2022 National Drug Control Strategy and the Federal Response to the Overdose Crisis",https://www.congress.gov/event/117th-congress/house-event/114955,117th,"House of Representatives",2022-06-27T17:30:00Z,"House Oversight and Reform"
"“A Hearing with Trump White House Coronavirus Response Coordinator Dr. Deborah Birx”",https://www.congress.gov/event/117th-congress/house-event/114940,117th,"House of Representatives",2022-06-23T14:00:00Z,"House Oversight and Reform"
"“Tackling Toxic Workplaces:  Examining the NFL’s Handling of Workplace Misconduct at the Washington Commanders”",https://www.congress.gov/event/117th-congress/house-event/114933,117th,"House of Representatives",2022-06-22T15:00:00Z,"House Oversight and Reform"
"Seresto Flea and Tick Collars: 
 Examining Why a Product Linked to More than 2,500 Pet Deaths Remains on the Market",https://www.congress.gov/event/117th-congress/house-event/114900,117th,"House of Representatives",2022-06-15T17:30:00Z,"House Oversight and Reform"
"1.	H.R. 4176, the LGBTQ Data Inclusion Act;

2.	H.R. 5815, the Honest Census Communications Act;

3.	H.R. 7951, the Telework Metrics and Cost Savings Act;

4.	H.R. 7941, “To permit the District of Columbia to Transmit Acts of the District to Congress in Electronic Form;” and

5.	Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114907,117th,"House of Representatives",2022-06-14T16:30:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Examining Federal Efforts to Prevent, Detect, and Prosecute Pandemic Relief Fraud to Safeguard Funds for All Eligible Americans”",https://www.congress.gov/event/117th-congress/house-event/114881,117th,"House of Representatives",2022-06-14T14:00:00Z,"House Oversight and Reform"
"The U.S. and International Humanitarian Response to Russia’s Invasion of Ukraine",https://www.congress.gov/event/117th-congress/house-event/114873,117th,"House of Representatives",2022-06-10T13:00:00Z,"House Oversight and Reform"
"The Urgent Need to Address the Gun Violence Epidemic",https://www.congress.gov/event/117th-congress/house-event/114858,117th,"House of Representatives",2022-06-08T14:00:00Z,"House Oversight and Reform"
"THE URGENT NEED TO ADDRESS THE GUN VIOLENCE EPIDEMIC",https://www.congress.gov/event/117th-congress/house-event/LC73045/text,117th,"House of Representatives",2022-06-08T04:00:00Z,"House Oversight and Reform"
"Deposition of David Pauken",https://www.congress.gov/event/117th-congress/house-event/114871,117th,"House of Representatives",2022-06-07T14:00:00Z,"House Oversight and Reform"
"“Technology Modernization Fund:  Rewriting Our IT Legacy”",https://www.congress.gov/event/117th-congress/house-event/114833,117th,"House of Representatives",2022-05-25T14:00:00Z,"House Oversight and Reform"
"“Free Speech Under Attack (Part II):  Curriculum Sabotage and Classroom Censorship”",https://www.congress.gov/event/117th-congress/house-event/114793,117th,"House of Representatives",2022-05-19T14:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Underpaid, Overworked, and Underappreciated: How the Pandemic Economy Disproportionately Harmed Low-Wage Women Workers”",https://www.congress.gov/event/117th-congress/house-event/114767,117th,"House of Representatives",2022-05-17T15:45:00Z,"House Oversight and Reform"
"1.	HR ____, the Artificial Intelligence Training for the Acquisition Workforce Act;

2.	H.R. 4176, the LGBTQI+ Data Inclusion Act;

3.	H.R. 7331, the Improving Government for America’s Taxpayers Act;

4.	H.R. 7535, the Quantum Computing Cybersecurity Preparedness Act;

5.	H.R. 521, the First Responder Fair Return for Employees on Their Initial Retirement Earned Act;

6.	H.R. ____, the District of Columbia Code Returning Citizens Coordination Act;

7.	H.R. ____, the Ensuring Oversight Access at the Postal Service Act;

8.	H.R. 6104, the Building the Next Generation of Federal Employees Act;

9.	H.R. _____, the Ensuring an Accurate Postal Fleet Electrification Act; and

10.	Several Postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114739,117th,"House of Representatives",2022-05-11T14:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Ensuring Scientific Integrity at Our Nation’s Public Health Agencies”",https://www.congress.gov/event/117th-congress/house-event/114682,117th,"House of Representatives",2022-04-29T13:00:00Z,"House Oversight and Reform"
"McKinsey & Company’s Conduct and Conflicts at the Heart of the Opioid Epidemic",https://www.congress.gov/event/117th-congress/house-event/114669,117th,"House of Representatives",2022-04-27T14:00:00Z,"House Oversight and Reform"
"“IRS:  Is It Ready?”",https://www.congress.gov/event/117th-congress/house-event/114640,117th,"House of Representatives",2022-04-21T14:00:00Z,"House Oversight and Reform"
"“Free Speech Under Attack:  Book Bans and Academic Censorship”",https://www.congress.gov/event/117th-congress/house-event/114616,117th,"House of Representatives",2022-04-07T14:00:00Z,"House Oversight and Reform"
"1.	H.R. 1756, the Measuring Real Income Growth Act;

2.	H.R. 6531, the Targeting Resources to Communities in Need Act of 2022;

3.	H.R. 6967, the Chance to Compete Act;

4.	H.R. ____, the Honoring Civil Servants Killed in the Line of Duty Act;

5.	H.R. 5815, the Honest Census Communications Act;

6.	H.R. 7185, the Federal Contracting for Peace and Security Act;

7.	H.R. 3544, the Computers for Veterans and Students (COVS) Act;

8.	H.R. 7337, the Access for Veterans to Records Act; and

9.	Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114625,117th,"House of Representatives",2022-04-06T14:30:00Z,"House Oversight and Reform"
"It’s Electric:  Developing the Postal Service Fleet of the Future",https://www.congress.gov/event/117th-congress/house-event/114593,117th,"House of Representatives",2022-04-05T14:00:00Z,"House Oversight and Reform"
"“Follow the Money:  Tackling Improper Payments”",https://www.congress.gov/event/117th-congress/house-event/114566,117th,"House of Representatives",2022-03-31T13:30:00Z,"House Oversight and Reform"
"“Moving Beyond the Coronavirus Crisis:  The Biden Administration’s Progress in Combating the Pandemic and Plan for the Next Phase”",https://www.congress.gov/event/117th-congress/house-event/114552,117th,"House of Representatives",2022-03-30T18:00:00Z,"House Oversight and Reform"
"Examining Pathways to Universal Health Coverage",https://www.congress.gov/event/117th-congress/house-event/114542,117th,"House of Representatives",2022-03-29T13:00:00Z,"House Oversight and Reform"
"HBCUs at Risk:  Examining Federal Support for Historically Black Colleges and Universities",https://www.congress.gov/event/117th-congress/house-event/114513,117th,"House of Representatives",2022-03-17T13:00:00Z,"House Oversight and Reform"
"“Moving Beyond the Coronavirus Crisis:  Perspectives from Public Health Experts”",https://www.congress.gov/event/117th-congress/house-event/114521,117th,"House of Representatives",2022-03-16T18:00:00Z,"House Oversight and Reform"
"“Fighting Fire with Fire: Evaluating the Role of Forest Management in Reducing Catastrophic Wildfires”",https://www.congress.gov/event/117th-congress/house-event/114492,117th,"House of Representatives",2022-03-16T14:00:00Z,"House Oversight and Reform"
"“The Neglected Epidemic of Missing BIPOC Women and Girls”",https://www.congress.gov/event/117th-congress/house-event/114460,117th,"House of Representatives",2022-03-03T15:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “COVID Child Care Challenges: Supporting Families and Caregivers”",https://www.congress.gov/event/117th-congress/house-event/114453,117th,"House of Representatives",2022-03-02T19:00:00Z,"House Oversight and Reform"
"“From Recession to Recovery:  Examining the Impact of the American Rescue Plan’s State and Local Fiscal Recovery Funds”",https://www.congress.gov/event/117th-congress/house-event/114462,117th,"House of Representatives",2022-03-01T15:00:00Z,"House Oversight and Reform"
"“From Recession to Recovery:  Examining the Impact of the American Rescue Plan’s State and Local Fiscal Recovery Funds”",https://www.congress.gov/event/117th-congress/house-event/114445,117th,"House of Representatives",2022-03-01T15:00:00Z,"House Oversight and Reform"
"Defending U.S. Allies and Interests Against Russian Aggression in Eastern Europe",https://www.congress.gov/event/117th-congress/house-event/114421,117th,"House of Representatives",2022-02-16T15:00:00Z,"House Oversight and Reform"
"Waiting on the Mail:  Postal Service Standard Drops in Baltimore and the Surrounding Area",https://www.congress.gov/event/117th-congress/house-event/114402,117th,"House of Representatives",2022-02-14T16:00:00Z,"House Oversight and Reform"
"Revitalizing WMATA:  Getting to a Culture of Excellence",https://www.congress.gov/event/117th-congress/house-event/114400,117th,"House of Representatives",2022-02-09T14:00:00Z,"House Oversight and Reform"
"Fueling the Climate Crisis: Examining Big Oil's Climate Pledges",https://www.congress.gov/event/117th-congress/house-event/114392,117th,"House of Representatives",2022-02-08T15:00:00Z,"House Oversight and Reform"
"1.	H.R. 6497, the Federal Information Security Modernization Act of 2022;

2.	H.R. 6419, the Fair Chance Improvement Act;

3.	H.R. 6361, the District of Columbia National Guard Commanding General Residency Act;

4.	H.R. 5962, the Supply Chain Security Training Act;

5.	H.R. ___, the GAO Mandates Revision Act; and

6.	Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114378,117th,"House of Representatives",2022-02-02T15:00:00Z,"House Oversight and Reform"
"“A View from the States:  Governors Respond to the Omicron Variant.”",https://www.congress.gov/event/117th-congress/house-event/114347,117th,"House of Representatives",2022-01-20T20:00:00Z,"House Oversight and Reform"
"Subcommittee on Government Operations remote hearing on ""FITARA 13.0""",https://www.congress.gov/event/117th-congress/house-event/114326,117th,"House of Representatives",2022-01-20T15:00:00Z,"House Oversight and Reform"
"""FITARA 13.0""",https://www.congress.gov/event/117th-congress/house-event/114337,117th,"House of Representatives",2022-01-20T14:00:00Z,"House Oversight and Reform"
"“Price Gouging in Military Contracts:  New Inspector General Report Exposes Excess Profit Obtained by TransDigm Group”",https://www.congress.gov/event/117th-congress/house-event/114348,117th,"House of Representatives",2022-01-19T15:00:00Z,"House Oversight and Reform"
"“Cybersecurity for the New Frontier:  Reforming the Federal Information Security Modernization Act”",https://www.congress.gov/event/117th-congress/house-event/114317,117th,"House of Representatives",2022-01-11T15:00:00Z,"House Oversight and Reform"
"“A Global Crisis Needs a Global Solution: The Urgent Need to Accelerate Vaccinations Around the World”",https://www.congress.gov/event/117th-congress/house-event/114310,117th,"House of Representatives",2021-12-14T19:00:00Z,"House Oversight and Reform"
"“Unsustainable Drug Prices:  Findings from the Committee’s Drug Pricing Investigation and the Need for Structural Reforms”",https://www.congress.gov/event/117th-congress/house-event/114301,117th,"House of Representatives",2021-12-10T15:00:00Z,"House Oversight and Reform"
"“Forfeiting our Rights:  The Urgent Need for Civil Asset Forfeiture Reform”",https://www.congress.gov/event/117th-congress/house-event/114293,117th,"House of Representatives",2021-12-08T15:00:00Z,"House Oversight and Reform"
"“Examining the Worldwide Threat of al Qaeda, ISIS, and Other Foreign Terrorist Organizations”",https://www.congress.gov/event/117th-congress/house-event/114288,117th,"House of Representatives",2021-12-07T14:30:00Z,"House Oversight and Reform"
"The Committee on Oversight and Reform will hold a hybrid business meeting to consider the following:
1. H.R. 5477, the Federal Agency Climate Planning, Resilience, and Enhanced Preparedness (PREP) Act;
2. H.R. 4688, the Federal Agency Customer Experience (FACE) Act;
3. H.R. 5792, the State and Local Digital Services Act;
4. H.R. 4778, the District of Columbia Courts Vacancy Reduction Act;
5. H.R. 6066, the Strengthening the Office of Personnel Management Act; and
6. Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114282,117th,"House of Representatives",2021-12-02T15:00:00Z,"House Oversight and Reform"
"“The Future of Federal Work”",https://www.congress.gov/event/117th-congress/house-event/114270,117th,"House of Representatives",2021-12-01T15:15:00Z,"House Oversight and Reform"
"“Combating Coronavirus Cons and the Monetization of Misinformation”",https://www.congress.gov/event/117th-congress/house-event/114254,117th,"House of Representatives",2021-11-17T19:00:00Z,"House Oversight and Reform"
"“Invisible Wounds: Preventing Suicide in Our Nation’s Military and Veteran Communities”",https://www.congress.gov/event/117th-congress/house-event/114240,117th,"House of Representatives",2021-11-17T15:00:00Z,"House Oversight and Reform"
"“Cracking Down on Ransomware:  Strategies for Disrupting Criminal Hackers and Building Resilience Against Cyber Threats”",https://www.congress.gov/event/117th-congress/house-event/114235,117th,"House of Representatives",2021-11-16T15:00:00Z,"House Oversight and Reform"
"“Building Vaccine Confidence: Our Shot at Curbing the Pandemic in Chicago and Beyond”",https://www.congress.gov/event/117th-congress/house-event/114225,117th,"House of Representatives",2021-11-10T18:00:00Z,"House Oversight and Reform"
"BUILDING VACCINE CONFIDENCE: OUR SHOT AT CURBING THE PANDEMIC IN CHICAGO AND BEYOND",https://www.congress.gov/event/117th-congress/house-event/LC67711/text,117th,"House of Representatives",2021-11-10T05:00:00Z,"House Oversight and Reform"
"1.  H.R. 5477, the Federal Agency Climate Planning, Resilience, and Enhanced Preparedness (PREP) Act;

2.  H.R. 4688, the Federal Agency Customer Experience (FACE) Act;

3.  H.R. 5792, the State and Local Digital Services Act;

4.  H.R. 4778, the District of Columbia Courts Vacancy Reduction Act; and

5.  Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/114215,117th,"House of Representatives",2021-11-04T19:30:00Z,"House Oversight and Reform"
"“Fueling the Climate Crisis:  Exposing Big Oil’s Disinformation Campaign to Prevent Climate Action”",https://www.congress.gov/event/117th-congress/house-event/114185,117th,"House of Representatives",2021-10-28T14:30:00Z,"House Oversight and Reform"
"Hybrid Hearing on ""How the Meatpacking Industry Failed the Workers Who Feed America""",https://www.congress.gov/event/117th-congress/house-event/114179,117th,"House of Representatives",2021-10-27T18:00:00Z,"House Oversight and Reform"
"HOW THE MEATPACKING INDUSTRY FAILED THE WORKERS WHO FEED AMERICA",https://www.congress.gov/event/117th-congress/house-event/LC67576/text,117th,"House of Representatives",2021-10-27T04:00:00Z,"House Oversight and Reform"
"“The Equal Rights Amendment:  Achieving Constitutional Equality for All.”",https://www.congress.gov/event/117th-congress/house-event/114152,117th,"House of Representatives",2021-10-21T14:00:00Z,"House Oversight and Reform"
"“Waiting on the Mail: Postal Service Standard Drops in Chicago and the Surrounding Area”",https://www.congress.gov/event/117th-congress/house-event/114129,117th,"House of Representatives",2021-10-15T15:00:00Z,"House Oversight and Reform"
"“Assessing the Election ‘Audit’ in Arizona and Threats to American Democracy”",https://www.congress.gov/event/117th-congress/house-event/114111,117th,"House of Representatives",2021-10-07T14:00:00Z,"House Oversight and Reform"
"Hurricane Ida and 
Beyond: Readiness, Recovery, and Resilience",https://www.congress.gov/event/117th-congress/house-event/114103,117th,"House of Representatives",2021-10-05T14:00:00Z,"House Oversight and Reform"
"“A State of Crisis:  Examining the Urgent Need to Protect and Expand Abortion Rights and Access”",https://www.congress.gov/event/117th-congress/house-event/114069,117th,"House of Representatives",2021-09-30T14:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on  “Upgrading Public Health Infrastructure: The Need to Protect, Rebuild, and Strengthen State and Local Public Health Departments”",https://www.congress.gov/event/117th-congress/house-event/114079,117th,"House of Representatives",2021-09-29T18:00:00Z,"House Oversight and Reform"
"“Confronting Violent White Supremacy (Part VI):  Examining the Biden Administration’s Counterterrorism Strategy”",https://www.congress.gov/event/117th-congress/house-event/114074,117th,"House of Representatives",2021-09-29T14:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on  “Recognizing and Building on the Success of Pandemic Relief
Programs”",https://www.congress.gov/event/117th-congress/house-event/114055,117th,"House of Representatives",2021-09-22T17:30:00Z,"House Oversight and Reform"
"RECOGNIZING AND BUILDING ON THE SUCCESS OF PANDEMIC RELIEF PROGRAMS",https://www.congress.gov/event/117th-congress/house-event/LC67884/text,117th,"House of Representatives",2021-09-22T04:00:00Z,"House Oversight and Reform"
"the Committee Print to implement the instructions provided by S. Con. Res. 14, the Concurrent Resolution on the Budget for Fiscal Year 2022.  

The Committee Print contains:

1.	Critical funding to electrify the General Services Administration (GSA) and United States Postal Service vehicle fleets;

2.	Funding to make needed capital improvements to Postal Service infrastructure; 

3.	Funding for the National Archives to speed the processing of veterans’ record requests; and

4.	Oversight and accountability provisions.",https://www.congress.gov/event/117th-congress/house-event/114020,117th,"House of Representatives",2021-09-02T15:00:00Z,"House Oversight and Reform"
"“Democracy in Danger:  The Assault on Voting Rights in Texas”",https://www.congress.gov/event/117th-congress/house-event/113995,117th,"House of Representatives",2021-07-29T14:00:00Z,"House Oversight and Reform"
"“Democracy in Danger:  The Assault on Voting Rights in Texas”",https://www.congress.gov/event/117th-congress/house-event/113992,117th,"House of Representatives",2021-07-29T14:00:00Z,"House Oversight and Reform"
"FITARA 12.0",https://www.congress.gov/event/117th-congress/house-event/113975,117th,"House of Representatives",2021-07-28T18:00:00Z,"House Oversight and Reform"
"“Defending the U.S. Electric Grid Against Cyber Threats”",https://www.congress.gov/event/117th-congress/house-event/113967,117th,"House of Representatives",2021-07-27T18:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Oversight of Pandemic Evictions: Assessing Abuses by Corporate Landlords and Federal Efforts to Keep Americans in Their Homes”",https://www.congress.gov/event/117th-congress/house-event/113955,117th,"House of Representatives",2021-07-27T14:30:00Z,"House Oversight and Reform"
"“Building Back with Justice:  Environmental Justice Is Central to the American Jobs Plan”",https://www.congress.gov/event/117th-congress/house-event/113934,117th,"House of Representatives",2021-07-21T14:00:00Z,"House Oversight and Reform"
"the following:
 
1.H.R. 564, the Comprehensive Paid Leave for Federal Employees Act;

2.H.R. 1508, the Guidance Clarity Act;

3.H.R. 2994, the Accountability for Acting Officials Act;

4.H.R. 3533, “To establish occupational series for Federal positions in software development, software engineering, data science, and data management”;

5.H.R. 4125, the Keep the Watchdogs Running Act;

6.H.R. 4393, “To require the Directors of the Courts Services and Offender Supervision Agency of the District of Columbia and the District of Columbia Pretrial Services Agency to reside in the District of Columbia”;

7.H.R. ____, the Administrative Law Judge Competitive Service Restoration Act;

8.H.R. ____, the Artificial Intelligence for Agency Impact Act;

9.H.R. ____, the AI in Counterterrorism Oversight Enhancement Act;

10.H.R. ____, the Federally Funded Research and Technology Development Protection Act;

11.H.R. ____, the Made in America Pandemic Preparedness Act; and

12.Several postal naming measures",https://www.congress.gov/event/117th-congress/house-event/113943,117th,"House of Representatives",2021-07-20T14:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Building Trust and Battling Barriers:  The Urgent Need to Overcome Vaccine Hesitancy”",https://www.congress.gov/event/117th-congress/house-event/112865,117th,"House of Representatives",2021-07-01T13:00:00Z,"House Oversight and Reform"
"BUILDING TRUST AND BATTLING BARRIERS: THE URGENT NEED TO OVERCOME VACCINE HESITANCY",https://www.congress.gov/event/117th-congress/house-event/LC67160/text,117th,"House of Representatives",2021-07-01T04:00:00Z,"House Oversight and Reform"
"“Catalyst for Change:  State and Local IT After the Pandemic”",https://www.congress.gov/event/117th-congress/house-event/112857,117th,"House of Representatives",2021-06-30T14:00:00Z,"House Oversight and Reform"
"The Committee will consider the following:
 
1.  H.R.1204, District of Columbia Chief Financial Officer Salary Home Rule Act;
 
2.  H.R. 1224, Merit System Protection Board Empowerment Act;
 
3.  H.R. 2043, Plum Act;
 
4.  H.R. 2988, Whistleblower Protection Improvement Act;
 
5.  H.R. 3599, the Federal Rotational Cyber Workforce Program Act;
 
6.  H.R. 3787, District of Columbia Local Juror Nondiscrimination Act; and 
 
7.  Postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/112869,117th,"House of Representatives",2021-06-29T13:00:00Z,"House Oversight and Reform"
"“Leading by Example:  The Need for Comprehensive Paid Leave for the Federal Workforce and Beyond”",https://www.congress.gov/event/117th-congress/house-event/112819,117th,"House of Representatives",2021-06-24T14:00:00Z,"House Oversight and Reform"
"“An Epidemic Continues:  Youth Vaping in America”",https://www.congress.gov/event/117th-congress/house-event/112808,117th,"House of Representatives",2021-06-23T14:00:00Z,"House Oversight and Reform"
