chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
House,117,2,16,16,2022-02-02,Providing for consideration of the bill (H.R. 3485) Global Respect Act; providing for consideration of the bill (H.R. 4445) Ending Forced Arbitration of Sexual Assault and Sexual Harassment Act; and providing for consideration of the bill (H.R. 4521) Bioeconomy Research and Development Act,On Ordering the Previous Question,Passed,219,205,0,9
House,117,2,17,17,2022-02-02,Providing for consideration of the bill (H.R. 3485) Global Respect Act; providing for consideration of the bill (H.R. 4445) Ending Forced Arbitration of Sexual Assault and Sexual Harassment Act; and providing for consideration of the bill (H.R. 4521) Bioeconomy Research and Development Act,On Agreeing to the Resolution,Passed,219,203,0,11
House,117,2,18,18,2022-02-03,,On Agreeing to the Amendment,Agreed to,221,211,0,1
House,117,2,19,19,2022-02-03,,On Agreeing to the Amendment,Agreed to,262,168,0,3
House,117,2,20,20,2022-02-03,,On Agreeing to the Amendment,Failed,204,225,0,4
House,117,2,21,21,2022-02-03,,On Agreeing to the Amendment,Failed,181,248,0,4
House,117,2,22,22,2022-02-03,,On Agreeing to the Amendment,Agreed to,216,214,0,3
House,117,2,23,23,2022-02-03,,On Agreeing to the Amendment,Agreed to,264,163,0,6
House,117,2,24,24,2022-02-03,,On Agreeing to the Amendment,Agreed to,367,59,0,7
House,117,2,25,25,2022-02-03,,On Agreeing to the Amendment,Failed,175,255,0,3
House,117,2,26,26,2022-02-03,,On Agreeing to the Amendment,Agreed to,279,153,0,1
House,117,2,27,27,2022-02-03,,On Agreeing to the Amendment,Failed,196,235,0,2
House,117,2,28,28,2022-02-04,,On Agreeing to the Amendment,Agreed to,265,166,0,2
House,117,2,30,30,2022-02-04,Bioeconomy Research and Development Act,On Motion to Recommit,Failed,211,221,0,1
House,117,2,29,29,2022-02-04,,On Agreeing to the Amendment,Agreed to,238,193,0,2
House,117,2,31,31,2022-02-04,Bioeconomy Research and Development Act,On Passage,Passed,222,210,0,2
House,117,2,32,32,2022-02-07,,On Agreeing to the Amendment,Agreed to,427,0,0,6
House,117,2,33,33,2022-02-07,Ending Forced Arbitration of Sexual Assualt and Sexual Harassment Act,On Passage,Passed,335,97,0,2
House,117,2,34,34,2022-02-07,PRICE Act,On Motion to Suspend the Rules and Pass,Passed,426,5,0,2
House,117,2,35,35,2022-02-08,"Providing for consideration the bill (H.R. 3076) Postal Service Reform Act; providing for consideration of the bill (H.R. 6617) Further Additional Continuing Appropriations Act, 2022; and for other purposes",On Ordering the Previous Question,Passed,221,205,0,7
House,117,2,36,36,2022-02-08,"Providing for consideration the bill (H.R. 3076) Postal Service Reform Act; providing for consideration of the bill (H.R. 6617) Further Additional Continuing Appropriations Act, 2022; and for other purposes",On Agreeing to the Resolution,Passed,221,211,0,1
House,117,2,37,37,2022-02-08,"To designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the âSpecialist Matthew R. Turcotte Post Officeâ",On Motion to Suspend the Rules and Pass,Passed,432,0,1,0
House,117,2,38,38,2022-02-08,Postal Service Reform Act,On Passage,Passed,342,92,0,0
House,117,2,39,39,2022-02-08,Further Additional Continuing Appropriations Act,On Passage,Passed,272,162,0,0
House,117,2,40,40,2022-02-08,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the âD. Edwina Stephens Post Officeâ",On Motion to Suspend the Rules and Pass,Passed,428,1,1,3
House,117,2,41,41,2022-02-08,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the âArthur Luis Ibleto Post Office Buildingâ","On Motion to Suspend the Rules and Pass, as Amended",Passed,422,4,1,6
House,117,2,42,42,2022-02-09,,On Agreeing to the Amendment,Agreed to,223,207,0,3
House,117,2,43,43,2022-02-09,Global Respect Act,On Passage,Passed,227,206,0,0
House,117,2,44,44,2022-02-09,To designate the âAtanasio Taitano Perez Post Officeâ,On Motion to Suspend the Rules and Pass,Passed,417,1,2,13
House,117,2,45,45,2022-02-09,To designate the âLynn C. Woolsey Post Office Buildingâ,On Motion to Suspend the Rules and Pass,Failed,245,167,1,21
House,117,2,46,46,2022-02-28,Six Triple Eight Congressional Gold Medal Act,On Motion to Suspend the Rules and Pass,Passed,422,0,0,11
House,117,2,47,47,2022-02-28,Emmett Till Antilynching Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,422,3,0,8
House,117,2,48,48,2022-02-28,Creating a Respectful and Open World for Natural Hair Act,"On Motion to Suspend the Rules and Pass, as Amended",Failed,235,188,0,10
House,117,2,49,49,2022-03-01,"Providing for consideration of H.R. 3967, the Honoring our Promise to Address Comprehensive Toxics Act of 2021",On Ordering the Previous Question,Passed,221,202,0,9
House,117,2,50,50,2022-03-01,"Providing for consideration of H.R. 3967, the Honoring our Promise to Address Comprehensive Toxics Act of 2021",On Agreeing to the Resolution,Passed,220,200,0,12
House,117,2,52,52,2022-03-02,,On Agreeing to the Amendment,Agreed to,331,96,0,5
House,117,2,51,51,2022-03-02,Supporting the people of Ukraine,On Motion to Suspend the Rules and Agree,Passed,426,3,0,4
House,117,2,53,53,2022-03-02,,On Agreeing to the Amendment,Failed,203,223,0,6
House,117,2,54,54,2022-03-02,,On Agreeing to the Amendment,Agreed to,425,0,0,7
House,117,2,55,55,2022-03-03,,On Agreeing to the Amendment,Agreed to,425,0,0,7
House,117,2,56,56,2022-03-03,,On Agreeing to the Amendment,Agreed to,348,78,0,6
House,117,2,57,57,2022-03-03,Honoring our PACT Act,On Passage,Passed,256,174,0,3
House,117,2,58,58,2022-03-07,DHS Basic Training Accredidation Improvement Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,390,33,0,9
House,117,2,59,59,2022-03-07,National Cybersecurity Preparedness Consortium Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,403,19,0,10
House,117,2,60,60,2022-03-08,Shadow Wolves Enhancement Act,On Motion to Suspend the Rules and Pass,Passed,387,33,0,12
House,117,2,61,61,2022-03-08,Condemning threats of violence against historically Black colleges and universities (âHBCUsâ) and reaffirming support for HBCUs and their students,"On Motion to Suspend the Rules and Agree, as Amended",Passed,418,0,0,14
House,117,2,62,62,2022-03-09,,On Motion to Adjourn,Failed,173,255,0,4
House,117,2,63,63,2022-03-09,"Providing for consideration of H.R. 2471 Haiti Development, Accountability, and Institutional Transparency Initiative Act; H.J. Res. 75 Making Further Continuing Appropriations for the Fiscaly Year ending Sept 30, 2022; H.R. 6968 Suspending Energy Imports From Russia Act; and H.R. 7007",On Ordering the Previous Question,Passed,219,199,0,14
House,117,2,64,64,2022-03-09,"Providing for consideration of H.R. 2471 Haiti Development, Accountability, and Institutional Transparency Initiative Act; H.J. Res. 75 Making Further Continuing Appropriations for the Fiscaly Year ending Sept 30, 2022; H.R. 6968 Suspending Energy Imports From Russia Act; and H.R. 7007",On Agreeing to the Resolution,Passed,218,204,0,10
House,117,2,65,65,2022-03-09,"Haiti Development, Accountability, and Institutional Transparency Initiative Act","On Concurring in Senate Amdt with Amdt (Divisions B,C,F,X,Z, titles 2&3 of Division N)",Passed,361,69,0,3
House,117,2,66,66,2022-03-09,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",On Concurring in Senate Amdt with Amdt (Remaining Divisions),Passed,260,171,1,1
House,117,2,68,68,2022-03-09,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",Table Motion to Reconsider Second Divided Question,Passed,249,180,0,4
House,117,2,67,67,2022-03-09,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",Table Motion to Reconsider First Divided Question,Passed,270,157,0,6
House,117,2,69,69,2022-03-09,Suspending Energy Imports from Russia Act,On Motion to Recommit,Failed,208,223,0,2
House,117,2,70,70,2022-03-09,Suspending Energy Imports from Russia Act,On Passage,Passed,414,17,0,2
House,117,2,71,71,2022-03-15,Modernizing Access to Our Public Land Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,414,9,0,9
House,117,2,72,72,2022-03-15,Upper Colorado and San Juan River Basins Recovery Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,397,27,0,8
House,117,2,73,73,2022-03-16,"Providing for consideration of H.R. 963, FAIR Act of 2022 and H.R. 2116, CROWN Act of 2021",On Ordering the Previous Question,Passed,219,204,0,9
House,117,2,74,74,2022-03-16,"Providing for consideration of H.R. 963, FAIR Act of 2022 and H.R. 2116, CROWN Act of 2021",On Agreeing to the Resolution,Passed,219,207,0,6
House,117,2,75,75,2022-03-16,Save the Liberty Theatre Act,On Motion to Suspend the Rules and Pass,Passed,422,4,0,6
House,117,2,76,76,2022-03-16,"To designate the El Paso Community Healing Garden National Memorial, and for other purposes",On Motion to Suspend the Rules and Pass,Passed,403,25,0,4
House,117,2,77,77,2022-03-16,Japanese American World War II History Network Act,On Motion to Suspend the Rules and Pass,Passed,406,16,0,10
House,117,2,78,78,2022-03-17,Suspending Normal Trade Relations with Russia and Belarus Act,On Motion to Suspend the Rules and Pass,Passed,424,8,0,1
House,117,2,79,79,2022-03-17,,On Agreeing to the Amendment,Failed,184,246,0,2
House,117,2,80,80,2022-03-17,FAIR Act,On Motion to Recommit,Failed,208,222,0,2
House,117,2,81,81,2022-03-17,FAIR Act,On Passage,Passed,222,209,0,1
House,117,2,82,82,2022-03-18,Creating a Respectful and Open World for Natural Hair Act,On Passage,Passed,235,189,0,8
House,117,2,83,83,2022-03-28,Prohibiting Punishment of Acquitted Conduct Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,405,12,0,14
House,117,2,84,84,2022-03-28,To obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day OâConnor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg,On Motion to Suspend the Rules and Pass,Passed,349,63,0,19
House,117,2,85,85,2022-03-29,Don Young Coast Guard Authorization Act of 2022,"On Motion to Suspend the Rules and Pass, as Amended",Passed,378,46,0,7
House,117,2,86,86,2022-03-29,Securing a Strong Retirement Act of 2022,"On Motion to Suspend the Rules and Pass, as Amended",Passed,414,5,0,12
House,117,2,87,87,2022-03-29,Better Cybercrime Metrics Act,On Motion to Suspend the Rules and Pass,Passed,377,48,0,6
House,117,2,88,88,2022-03-29,Homicide Victimsâ Familiesâ Rights Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,406,20,0,5
House,117,2,89,89,2022-03-29,COVID-19 American History Project Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,376,47,0,8
House,117,2,90,90,2022-03-30,Stop Sexual Assault and Harassment in Transportation Act,On Motion to Suspend the Rules and Pass,Passed,339,85,0,7
House,117,2,91,91,2022-03-30,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act","On Motion to Suspend the Rules and Pass, as Amended",Passed,417,4,1,9
House,117,2,92,92,2022-03-30,Safeguarding Tomorrow through Ongoing Risk Mitigation Technical Corrections Act,On Motion to Suspend the Rules and Pass,Passed,402,24,0,5
House,117,2,94,94,2022-03-30,Care is an Economic Development Strategy Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,304,122,0,5
House,117,2,93,93,2022-03-30,FEMA Caseworker Accountability Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,409,17,0,5
House,117,2,95,95,2022-03-30,"To designate the United States Courthouse and Federal Building located at 111 North Adams Street in Tallahassee, Florida, as the âJoseph Woodrow Hatchett United States Courthouse and Federal Buildingâ",On Motion to Suspend the Rules and Pass,Failed,238,187,1,5
House,117,2,97,97,2022-03-30,"To designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming , as the âLouisa Swain Federal Office Buildingâ",On Motion to Suspend the Rules and Pass,Passed,412,1,1,17
House,117,2,96,96,2022-03-30,"To designate the United States courthouse located 1501 North 6th Street in Harrisburg, Pennsylvania, as the âSylvia H. Rambo United States Courthouseâ",On Motion to Suspend the Rules and Pass,Passed,364,61,1,5
House,117,2,98,98,2022-03-31,"Providing for consideration of H.R. 3617, MORE Act; H.R. 6833, Affordable Insulin Now Act; and for other purposes",On Ordering the Previous Question,Passed,219,202,0,10
House,117,2,99,99,2022-03-31,"Providing for consideration of H.R. 3617, MORE Act; H.R. 6833, Affordable Insulin Now Act; and for other purposes",On Agreeing to the Resolution,Passed,219,202,0,10
House,117,2,100,100,2022-03-31,Bioeconomy Research and Development Act,On Motion to Instruct Conferees,Passed,351,74,0,6
House,117,2,101,101,2022-03-31,Affordable Insulin Now Act,On Motion to Recommit,Failed,197,225,0,9
House,117,2,102,102,2022-03-31,Affordable Insulin Now Act,On Passage,Passed,232,193,0,6
House,117,2,103,103,2022-04-01,,On Agreeing to the Amendment,Agreed to,243,172,0,14
House,117,2,104,104,2022-04-01,,On Agreeing to the Amendment,Agreed to,234,189,0,6
House,117,2,105,105,2022-04-01,,On Agreeing to the Amendment,Failed,209,214,0,6
House,117,2,106,106,2022-04-01,MORE Act,On Motion to Recommit,Failed,202,220,0,7
House,117,2,107,107,2022-04-01,MORE Act,On Passage,Passed,220,204,0,5
House,117,2,108,108,2022-04-04,Medical Marijuana Research Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,343,75,0,11
House,117,2,109,109,2022-04-04,Ensuring Lasting Smiles Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,310,110,0,9
House,117,2,111,111,2022-04-05,Spectrum Coordination Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,418,6,0,5
House,117,2,112,112,2022-04-05,DHS Trade and Economic Security Council Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,348,75,0,6
House,117,2,110,110,2022-04-05,Data Mapping to Save Momsâ Lives Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,409,11,0,9
House,117,2,113,113,2022-04-05,Resilient AMERICA Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,383,41,0,5
House,117,2,114,114,2022-04-05,SPEED Recovery Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,414,11,0,4
House,117,2,115,115,2022-04-05,Calling on the United States Government to uphold the founding democratic principles of the North Atlantic Treaty Organization and establish a Center for Democratic Resilience within the headquarters of the North Atlantic Treaty Organization,"On Motion to Suspend the Rules and Agree, as Amended",Passed,362,63,0,4
House,117,2,116,116,2022-04-06,Relating to the consideration of House Report 117-284 and an accompanying resolution,On Ordering the Previous Question,Passed,219,206,0,4
House,117,2,117,117,2022-04-06,Relating to the consideration of House Report 117-284 and an accompanying resolution,On Agreeing to the Resolution,Passed,221,200,0,8
House,117,2,118,118,2022-04-06,"Recommending that the House of Representatives find Peter K. Navarro and Daniel Scavino, Jr., in Contempt of Congress for Refusal to Comply with Subpoenas Duly Issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol",On Agreeing to the Resolution,Passed,220,203,0,6
House,117,2,120,120,2022-04-06,"Providing for consideration of H.R. 3807, Restaurant Revitalization Fund Replenishment Act",On Agreeing to the Resolution,Passed,218,206,0,5
House,117,2,119,119,2022-04-06,"Providing for consideration of H.R. 3807, Restaurant Revitalization Fund Replenishment Act",On Ordering the Previous Question,Passed,221,206,0,2
House,117,2,121,121,2022-04-06,Ukraine Invasion War Crimes Deterrence and Accountability Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,418,7,0,4
House,117,2,122,122,2022-04-07,Restaurant Revitalization Fund Replenishment Act,On Motion to Recommit,Failed,205,219,0,5
House,117,2,123,123,2022-04-07,Restaurant Revitalization Fund Replenishment Act,On Passage,Passed,223,203,0,4
House,117,2,124,124,2022-04-07,Suspending Normal Trade Relations with Russia and Belarus Act,On Motion to Suspend the Rules and Concur in the Senate Amendment,Passed,420,3,0,7
House,117,2,125,125,2022-04-07,Suspending Energy Imports from Russia Act,On Motion to Suspend the Rules and Concur in the Senate Amendment,Passed,413,9,0,8
House,117,2,126,126,2022-04-26,American Fisheries Advisory Committee Act,On Motion to Suspend the Rules and Pass,Passed,404,11,0,14
House,117,2,127,127,2022-04-27,Assessing Xiâs Interference and Subversion Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,394,3,0,32
House,117,2,128,128,2022-04-27,Protecting Semiconductor Supply Chain Materials from Authoritarians Act,On Motion to Suspend the Rules and Pass,Passed,414,9,0,6
House,117,2,130,130,2022-04-27,Asset Seizure for Ukraine Reconstruction Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,417,8,0,4
House,117,2,129,129,2022-04-27,Ukraine Religious Freedom Support Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,421,4,0,4
House,117,2,132,132,2022-04-27,"Expressing support for Moldovaâs democracy, independence, and territorial integrity and strengthening United States and Moldova relations","On Motion to Suspend the Rules and Agree, As Amended",Passed,409,17,0,3
House,117,2,131,131,2022-04-27,Georgia Support Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,406,20,0,3
House,117,2,133,133,2022-04-27,Transatlantic Telecommunications Security Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,366,60,0,3
House,117,2,134,134,2022-04-27,Countering Malign Russian Activities in Africa Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,415,9,0,5
House,117,2,135,135,2022-04-27,Caribbean Basin Security Initiative Authorization Act,On Motion to Suspend the Rules and Pass,Passed,340,86,0,3
House,117,2,136,136,2022-04-27,Stop Iranian Drones Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,424,2,0,3
House,117,2,137,137,2022-04-27,Global Malnutrition Prevention and Treatment Act,On Motion to Suspend the Rules and Pass,Passed,384,44,0,1
House,117,2,138,138,2022-04-27,"To direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes",On Motion to Suspend the Rules and Pass,Passed,425,0,0,4
House,117,2,139,139,2022-04-28,"Providing for consideration of the bill (S. 3522) Ukraine Democracy Defense Lend-Lease Act, and for other purposes",On Ordering the Previous Question,Passed,218,204,0,7
House,117,2,141,141,2022-04-28,Ukraine Democracy Defense Lend-Lease Act,On Passage,Passed,417,10,0,3
House,117,2,140,140,2022-04-28,"Providing for consideration of the bill (S. 3522) Ukraine Democracy Defense Lend-Lease Act, and for other purposes",On Agreeing to the Resolution,Passed,220,205,0,4
House,117,2,142,142,2022-05-10,,On Motion to Adjourn,Failed,188,226,0,15
House,117,2,143,143,2022-05-10,"Providing for consideration of H.R. 903, Rights for the TSA Workforce Act; H.R. 2499, Federal Firefighters Fairness Act; H.R. 5129, Community Services Block Grant Modernization Act; and H.R. 7691, Additional Ukraine Supplemental Appropriations Act; and for other purposes",On Ordering the Previous Question,Passed,218,203,0,8
House,117,2,144,144,2022-05-10,"Providing for consideration of H.R. 903, Rights for the TSA Workforce Act; H.R. 2499, Federal Firefighters Fairness Act; H.R. 5129, Community Services Block Grant Modernization Act; and H.R. 7691, Additional Ukraine Supplemental Appropriations Act; and for other purposes",On Agreeing to the Resolution,Passed,217,202,0,10
House,117,2,145,145,2022-05-10,"Additional Ukraine Supplemental Appropriations Act, 2022",On Passage,Passed,368,57,0,5
House,117,2,146,146,2022-05-11,,On Agreeing to the Amendment,Agreed to,224,195,0,9
House,117,2,147,147,2022-05-11,,On Agreeing to the Amendment,Agreed to,419,0,0,9
House,117,2,148,148,2022-05-11,,On Agreeing to the Amendment,Failed,180,242,0,6
House,117,2,149,149,2022-05-11,Federal Firefighters Fairness Act,On Passage,Passed,288,131,0,9
House,117,2,150,150,2022-05-11,Promoting Digital Privacy Technologies Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,401,19,0,8
House,117,2,151,151,2022-05-11,NOAA Weather Radio Modernization Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,397,20,0,11
House,117,2,152,152,2022-05-11,South Florida Clean Coastal Waters Act,On Motion to Suspend the Rules and Pass,Passed,412,7,0,9
House,117,2,153,153,2022-05-11,Empowering the U.S. Fire Administration Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,379,37,0,12
House,117,2,154,154,2022-05-11,PRECIP Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,333,81,0,14
House,117,2,155,155,2022-05-11,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,On Motion to Suspend the Rules and Pass,Passed,418,0,0,10
House,117,2,157,157,2022-05-11,Empowering States to Protect Seniors from Bad Actors Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,371,48,0,9
House,117,2,156,156,2022-05-11,Fair Hiring in Banking Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,329,88,0,11
House,117,2,158,158,2022-05-11,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act","On Motion to Suspend the Rules and Pass, as Amended",Passed,419,0,0,9
House,117,2,159,159,2022-05-11,Russia and Belarus Financial Sanctions Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,418,2,0,8
House,117,2,160,160,2022-05-11,Ukraine Comprehensive Debt Payment Relief Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,362,56,0,10
House,117,2,161,161,2022-05-11,Isolate Russian Government Officials Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,416,2,0,10
House,117,2,162,162,2022-05-11,Russia and Belarus SDR Exchange Prohibition Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,417,2,0,9
House,117,2,163,163,2022-05-11,Targeting Resources to Communities in Need Act,"On Motion to Suspend the Rules and Pass, as Amended",Failed,262,156,0,10
House,117,2,164,164,2022-05-11,Vanessa Guillen Post Office Building,On Motion to Suspend the Rules and Pass,Passed,408,0,1,19
House,117,2,165,165,2022-05-11,Lawrence M. âLarryâ Walsh Sr. Post Office,On Motion to Suspend the Rules and Pass,Passed,380,26,1,21
House,117,2,167,167,2022-05-11,Veterans of Iraq and Afghanistan Memorial Post Office Building,On Motion to Suspend the Rules and Pass,Passed,404,0,1,23
House,117,2,166,166,2022-05-11,Marine Corps Reserve PVT Jacob Cruz Post Office,On Motion to Suspend the Rules and Pass,Passed,401,1,1,25
House,117,2,168,168,2022-05-12,,On Agreeing to the Amendment,Agreed to,215,198,0,15
House,117,2,169,169,2022-05-12,,On Agreeing to the Amendment,Failed,204,216,0,8
House,117,2,170,170,2022-05-12,,On Agreeing to the Amendment,Failed,200,221,0,7
House,117,2,171,171,2022-05-12,Rights for the Transportation Security Administration Workforce Act,On Motion to Recommit,Failed,205,216,0,7
House,117,2,172,172,2022-05-12,Rights for the Transportation Security Administration Workforce Act,On Passage,Passed,220,201,0,7
House,117,2,173,173,2022-05-12,Private First Class Barrett Lyle Austin Post Office Building,On Motion to Suspend the Rules and Pass,Passed,412,3,2,11
House,117,2,174,174,2022-05-12,Specialist Four Charles Johnson Post Office,On Motion to Suspend the Rules and Pass,Passed,405,3,2,18
House,117,2,175,175,2022-05-12,Command Sergeant Major Lawrence E. âRabbitâ Kennedy Post Office Building,On Motion to Suspend the Rules and Pass,Passed,408,3,2,15
House,117,2,176,176,2022-05-12,Lance Corporal Marc Lucas Tucker Post Office Building,On Motion to Suspend the Rules and Pass,Passed,406,4,2,16
House,117,2,177,177,2022-05-12,CW4 Christian J. Koch Memorial Post Office,On Motion to Suspend the Rules and Pass,Passed,408,3,2,15
House,117,2,178,178,2022-05-13,,On Agreeing to the Amendment,Agreed to,219,201,0,8
House,117,2,179,179,2022-05-13,,On Agreeing to the Amendment,Failed,198,219,0,11
House,117,2,180,180,2022-05-13,,On Agreeing to the Amendment,Agreed to,418,0,0,10
House,117,2,182,182,2022-05-13,Community Services Block Grant Modernization Act of 2022,On Passage,Passed,246,169,0,13
House,117,2,183,183,2022-05-16,Presidentâs Cup Cybersecurity Competition Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,386,31,0,11
House,117,2,181,181,2022-05-13,Community Services Block Grant Modernization Act of 2022,On Motion to Recommit,Failed,201,216,0,11
House,117,2,184,184,2022-05-16,Nonprofit Security Grant Program Improvement Act of 2022,"On Motion to Suspend the Rules and Pass, as Amended",Passed,288,129,0,11
House,117,2,185,185,2022-05-16,DHS Roles and Responsibilities in Cyber Space Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,313,105,0,10
House,117,2,186,186,2022-05-17,"Providing for consideration of H.R. 6531, H.R. 7309, and S. 2938, and for other purposes",On Ordering the Previous Question,Passed,221,195,0,12
House,117,2,187,187,2022-05-17,"Providing for consideration of H.R. 6531, H.R. 7309, and S. 2938, and for other purposes",On Agreeing to the Resolution,Passed,220,199,0,9
House,117,2,188,188,2022-05-17,,On Agreeing to the Amendment,Agreed to,313,107,0,8
House,117,2,189,189,2022-05-17,,On Agreeing to the Amendment,Agreed to,222,196,0,10
House,117,2,190,190,2022-05-17,,On Agreeing to the Amendment,Failed,194,219,0,15
House,117,2,191,191,2022-05-17,,On Agreeing to the Amendment,Failed,174,241,0,13
House,117,2,192,192,2022-05-17,Workforce Innovation and Opportunity Act of 2022,On Motion to Recommit,Failed,193,223,0,12
House,117,2,193,193,2022-05-17,Workforce Innovation and Opportunity Act of 2022,On Passage,Passed,220,196,0,12
House,117,2,194,194,2022-05-17,State and Local Government Cybersecurity Act of 2021,On Motion to Suspend the Rules and Pass,Passed,404,14,0,10
House,117,2,195,195,2022-05-17,Bombing Prevention Act of 2022,"On Motion to Suspend the Rules and Pass, as Amended",Passed,388,26,0,14
House,117,2,196,196,2022-05-17,DHS Acquisition Reform Act,On Motion to Suspend the Rules and Pass,Passed,398,15,0,15
House,117,2,197,197,2022-05-17,Cybersecurity Grants for Schools Act of 2022,"On Motion to Suspend the Rules and Pass, as Amended",Passed,383,30,0,15
